"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"year"	"month"	"day"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"
"2232"	Jan 21, 2011	Missed 6 games (lacerated hand).	MATT	NISKANEN	WASHINGTON	CAPITALS	2011	1	21	6	TRUE	lacerated hand	FALSE	908	0	1	07	2011	1	21	2011	1209600	1294401600	1295611200	hand	arm/hand	MATT NISKANEN	1	21
"2233"	Jan 21, 2012	Missed 2 games (head injury).	TAYLOR	HALL	NEW JERSEY	DEVILS	2012	1	21	2	TRUE	head injury	FALSE	1737	0	1	17	2012	1	21	2012	345600	1326801600	1327147200	head	head/neck/face	TAYLOR HALL	1	57
"2234"	Jan 21, 2012	Missed 2 games (head injury).	ZAC	RINALDO	ARIZONA	COYOTES	2012	1	21	2	TRUE	head injury	FALSE	1050	0	1	17	2012	1	21	2012	345600	1326801600	1327147200	head	head/neck/face	ZAC RINALDO	0	1
"2235"	Jan 21, 2013	Missed 1 game (flu).	CAM	FOWLER	ANAHEIM	DUCKS	2013	1	21	1	TRUE	flu	FALSE	1111	0	1	19	2013	1	21	2013	172800	1358596800	1358769600	cold/virus	illness	CAM FOWLER	1	14
"2236"	Jan 21, 2014	Missed 1 game (lower body injury).	MATHIEU	PERREAULT	WINNIPEG	JETS	2014	1	21	1	TRUE	lower body injury	FALSE	1946	0	1	18	2014	1	21	2014	259200	1390046400	1390305600	lower body	lower body	MATHIEU PERREAULT	1	40
"2237"	Jan 21, 2014	Missed 1 game (right leg injury).	VICTOR	HEDMAN	TAMPA BAY	LIGHTNING	2014	1	21	1	TRUE	right leg injury	FALSE	2171	0	1	19	2014	1	21	2014	172800	1390132800	1390305600	leg	leg	VICTOR HEDMAN	1	272
"2238"	Jan 21, 2014	Missed 10 games (broken rib).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2014	1	21	10	TRUE	broken rib	FALSE	3118	0	12	24	2013	1	21	2014	2419200	1387886400	1390305600	rib	mid body	JONATHAN ERICSSON	1	57
"2239"	Jan 21, 2014	Missed 26 games (right hand injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	2014	1	21	26	TRUE	right hand injury	FALSE	1439	0	11	23	2013	1	21	2014	5097600	1385208000	1390305600	hand	arm/hand	LUCA SBISA	1	48
"2240"	Jan 21, 2014	Missed 4 games (hand injury).	EVANDER	KANE	SAN JOSE	SHARKS	2014	1	21	4	TRUE	hand injury	FALSE	3616	0	1	10	2014	1	21	2014	950400	1389355200	1390305600	hand	arm/hand	EVANDER KANE	1	7
"2241"	Jan 21, 2015	Missed 4 games (upper body injury).	JUSTIN	FALK	BUFFALO	SABRES	2015	1	21	4	TRUE	upper body injury	FALSE	3261	0	1	14	2015	1	21	2015	604800	1421236800	1421841600	upper body	upper body	JUSTIN FALK	1	785
"2242"	Jan 21, 2016	Missed 10 games (upper body injury).	DAVID	KREJCI	BOSTON	BRUINS	2016	1	21	10	TRUE	upper body injury	FALSE	570	0	12	29	2015	1	21	2016	1987200	1451390400	1453377600	upper body	upper body	DAVID KREJCI	1	447
"2243"	Jan 21, 2016	Missed 2 games (foot injury).	BRETT	PESCE	CAROLINA	HURRICANES	2016	1	21	2	TRUE	foot injury	FALSE	1478	0	1	15	2016	1	21	2016	518400	1452859200	1453377600	foot	foot	BRETT PESCE	0	3
"2244"	Jan 21, 2016	Missed 5 games (upper body injury).	CARL	GUNNARSSON	ST. LOUIS	BLUES	2016	1	21	5	TRUE	upper body injury	FALSE	380	0	1	12	2016	1	21	2016	777600	1452600000	1453377600	upper body	upper body	CARL GUNNARSSON	1	55
"2245"	Jan 21, 2017	Missed 1 game (illness).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	2017	1	21	1	TRUE	illness	FALSE	1404	0	1	20	2017	1	21	2017	86400	1484913600	1.485e+09	cold/virus	illness	JON MERRILL	1	12
"2246"	Jan 21, 2017	Missed 2 games (lower body injury).	MATT	READ	PHILADELPHIA	FLYERS	2017	1	21	2	TRUE	lower body injury	FALSE	1340	0	1	14	2017	1	21	2017	604800	1484395200	1.485e+09	lower body	lower body	MATT READ	1	69
"2247"	Jan 21, 2017	Missed 3 games (illness).	VICTOR	HEDMAN	TAMPA BAY	LIGHTNING	2017	1	21	3	TRUE	illness	FALSE	2177	0	1	16	2017	1	21	2017	432000	1484568000	1.485e+09	cold/virus	illness	VICTOR HEDMAN	1	356
"2248"	Jan 21, 2018	Missed 1 game (flu).	MICHAEL	GRABNER	NEW JERSEY	DEVILS	2018	1	21	1	TRUE	flu	FALSE	1727	0	1	20	2018	1	21	2018	86400	1516449600	1516536000	cold/virus	illness	MICHAEL GRABNER	1	NA
"2249"	Jan 21, 2018	Missed 18 games (fractured ankle).	BO	HORVAT	VANCOUVER	CANUCKS	2018	1	21	18	TRUE	fractured ankle	FALSE	815	0	12	07	2017	1	21	2018	3888000	1512648000	1516536000	ankle	foot	BO HORVAT	1	NA
"2250"	Jan 21, 2018	Missed 2 games (hip injury).	MARC	STAAL	NEW YORK	RANGERS	2018	1	21	2	TRUE	hip injury	FALSE	3034	0	1	17	2018	1	21	2018	345600	1516190400	1516536000	hip	lower body	MARC STAAL	1	15
"2251"	Jan 22, 2004	Missed 1 game (knee injury).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	2004	1	22	1	TRUE	knee injury	FALSE	2315	0	1	21	2004	1	22	2004	86400	1074686400	1074772800	knee	leg	PATRICK MARLEAU	1	1121
"2252"	Jan 22, 2008	Missed 2 games (back injury).	RON	HAINSEY	TORONTO	MAPLELEAFS	2008	1	22	2	TRUE	back injury	FALSE	2291	0	1	18	2008	1	22	2008	345600	1200657600	1201003200	back	mid body	RON HAINSEY	1	68
"2253"	Jan 22, 2011	Missed 1 game (lower body injury).	SEMYON	VARLAMOV	COLORADO	AVALANCHE	2011	1	22	1	TRUE	lower body injury	FALSE	74	0	1	20	2011	1	22	2011	172800	1295524800	1295697600	lower body	lower body	SEMYON VARLAMOV	1	35
"2254"	Jan 22, 2013	Missed 1 game (sprained knee).	ANZE	KOPITAR	LOS ANGELES	KINGS	2013	1	22	1	TRUE	sprained knee	FALSE	2036	0	1	18	2013	1	22	2013	345600	1358510400	1358856000	knee	leg	ANZE KOPITAR	1	644
"2255"	Jan 22, 2014	Missed 1 game (illness).	HENRIK	LUNDQVIST	NEW YORK	RANGERS	2014	1	22	1	TRUE	illness	FALSE	2994	0	1	21	2014	1	22	2014	86400	1390305600	1390392000	cold/virus	illness	HENRIK LUNDQVIST	1	378
"2256"	Jan 22, 2016	Missed 1 game (illness).	COLTON	PARAYKO	ST. LOUIS	BLUES	2016	1	22	1	TRUE	illness	FALSE	396	0	1	20	2016	1	22	2016	172800	1453291200	1453464000	cold/virus	illness	COLTON PARAYKO	1	414
"2257"	Jan 22, 2016	Missed 1 game (illness).	DERICK	BRASSARD	PITTSBURGH	PENGUINS	2016	1	22	1	TRUE	illness	FALSE	2648	0	1	19	2016	1	22	2016	259200	1453204800	1453464000	cold/virus	illness	DERICK BRASSARD	1	50
"2258"	Jan 22, 2016	Missed 1 game (undisclosed).	TOMAS	TATAR	VEGAS	GOLDENKNIGHTS	2016	1	22	1	TRUE	undisclosed	FALSE	1451	0	1	20	2016	1	22	2016	172800	1453291200	1453464000	undisclosed	undisclosed	TOMAS TATAR	0	NA
"2259"	Jan 22, 2016	Missed 22 games (lower body injury).	J.F.	BERUBE	CHICAGO	BLACKHAWKS	2016	1	22	22	TRUE	lower body injury	FALSE	132	0	11	28	2015	1	22	2016	4752000	1448712000	1453464000	lower body	lower body	J.F. BERUBE	0	73
"2260"	Jan 22, 2016	Missed 4 games (lower body injury).	TRAVIS	HAMONIC	CALGARY	FLAMES	2016	1	22	4	TRUE	lower body injury	FALSE	44	0	1	9	2016	1	22	2016	13	1452340800	1453464000	lower body	lower body	TRAVIS HAMONIC	1	70
"2261"	Jan 22, 2016	Missed 6 games (upper body injury).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	2016	1	22	6	TRUE	upper body injury	FALSE	256	0	1	09	2016	1	22	2016	1123200	1452340800	1453464000	upper body	upper body	NICK FOLIGNO	1	60
"2262"	Jan 22, 2016	Missed 9 games (lower body injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	2016	1	22	9	TRUE	lower body injury	FALSE	223	0	12	30	2015	1	22	2016	1987200	1451476800	1453464000	lower body	lower body	MATT CALVERT	1	306
"2263"	Jan 22, 2017	Missed 2 games (upper body injury).	JOHNNY	BOYCHUK	NEW YORK	ISLANDERS	2017	1	22	2	TRUE	upper body injury	FALSE	1573	0	1	19	2017	1	22	2017	259200	1484827200	1485086400	upper body	upper body	JOHNNY BOYCHUK	1	42
"2264"	Jan 22, 2017	Missed 3 games (lower body injury).	CAL	CLUTTERBUCK	NEW YORK	ISLANDERS	2017	1	22	3	TRUE	lower body injury	FALSE	1612	0	1	16	2017	1	22	2017	518400	1484568000	1485086400	lower body	lower body	CAL CLUTTERBUCK	1	9
"2265"	Jan 22, 2017	Missed 8 games (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2017	1	22	8	TRUE	lower body injury	FALSE	3211	0	1	05	2017	1	22	2017	1468800	1483617600	1485086400	lower body	lower body	NIKLAS KRONWALL	1	13
"2266"	Jan 22, 2018	Missed 1 game (illness).	CORY	SCHNEIDER	NEW JERSEY	DEVILS	2018	1	22	1	TRUE	illness	FALSE	1793	0	1	19	2018	1	22	2018	259200	1516363200	1516622400	cold/virus	illness	CORY SCHNEIDER	1	3
"2267"	Jan 22, 2018	Missed 10 games (upper body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	2018	1	22	10	TRUE	upper body injury	FALSE	131	0	12	29	2017	1	22	2018	2073600	1514548800	1516622400	upper body	upper body	ARTEM ANISIMOV	1	NA
"2268"	Jan 22, 2018	Missed 2 games (illness).	NATHAN	BEAULIEU	BUFFALO	SABRES	2018	1	22	2	TRUE	illness	FALSE	3256	0	1	17	2018	1	22	2018	432000	1516190400	1516622400	cold/virus	illness	NATHAN BEAULIEU	1	1
"2269"	Jan 23, 2006	Missed 2 games (hip injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2006	1	23	2	TRUE	hip injury	FALSE	3233	0	1	18	2006	1	23	2006	432000	1137585600	1138017600	hip	lower body	HENRIK ZETTERBERG	1	74
"2270"	Jan 23, 2010	Missed 1 game (undisclosed).	MIKE	GREEN	DETROIT	REDWINGS	2010	1	23	1	TRUE	undisclosed	FALSE	3133	0	1	21	2010	1	23	2010	172800	1264075200	1264248000	undisclosed	undisclosed	MIKE GREEN	1	73
"2271"	Jan 23, 2010	Missed 20 games (torn MCL).	JASON	SPEZZA	DALLAS	STARS	2010	1	23	20	TRUE	torn MCL	FALSE	3836	0	12	15	2009	1	23	2010	3369600	1260878400	1264248000	knee	leg	JASON SPEZZA	1	258
"2272"	Jan 23, 2012	Missed 3 games (upper body injury).	RYAN	SUTER	MINNESOTA	WILD	2012	1	23	3	TRUE	upper body injury	FALSE	3989	0	1	17	2012	1	23	2012	518400	1326801600	1327320000	upper body	upper body	RYAN SUTER	1	1045
"2273"	Jan 23, 2013	Missed 2 games (concussion).	JAKE	GARDINER	TORONTO	MAPLELEAFS	2013	1	23	2	TRUE	concussion	FALSE	2287	0	1	18	2013	1	23	2013	432000	1358510400	1358942400	concussion	concussion	JAKE GARDINER	0	1001
"2274"	Jan 23, 2014	Missed 14 games (foot injury).	ZACH	PARISE	MINNESOTA	WILD	2014	1	23	14	TRUE	foot injury	FALSE	3947	0	12	23	2013	1	23	2014	2678400	1387800000	1390478400	foot	foot	ZACH PARISE	1	286
"2275"	Jan 23, 2014	Missed 2 games (flu).	VLADIMIR	TARASENKO	ST. LOUIS	BLUES	2014	1	23	2	TRUE	flu	FALSE	449	0	1	20	2014	1	23	2014	259200	1390219200	1390478400	cold/virus	illness	VLADIMIR TARASENKO	1	14
"2276"	Jan 23, 2016	Missed 3 games (undisclosed).	DREW	STAFFORD	NEW JERSEY	DEVILS	2016	1	23	3	TRUE	undisclosed	FALSE	1814	0	1	15	2016	1	23	2016	691200	1452859200	1453550400	undisclosed	undisclosed	DREW STAFFORD	1	278
"2277"	Jan 23, 2017	Missed 2 games (upper body injury).	TIMO	MEIER	SAN JOSE	SHARKS	2017	1	23	2	TRUE	upper body injury	FALSE	3654	0	1	19	2017	1	23	2017	345600	1484827200	1485172800	upper body	upper body	TIMO MEIER	1	NA
"2278"	Jan 23, 2018	Missed 1 game (illness).	MATTIAS	EKHOLM	NASHVILLE	PREDATORS	2018	1	23	1	TRUE	illness	FALSE	2835	0	1	20	2018	1	23	2018	259200	1516449600	1516708800	cold/virus	illness	MATTIAS EKHOLM	1	NA
"2279"	Jan 23, 2018	Missed 11 games (upper body injury).	BRYAN	RUST	PITTSBURGH	PENGUINS	2018	1	23	11	TRUE	upper body injury	FALSE	2799	0	12	28	2017	1	23	2018	2246400	1514462400	1516708800	upper body	upper body	BRYAN RUST	1	NA
"2280"	Jan 23, 2018	Missed 12 games (hand injury).	LUKE	GLENDENING	DETROIT	REDWINGS	2018	1	23	12	TRUE	hand injury	FALSE	3127	0	12	22	2017	1	23	2018	2764800	1513944000	1516708800	hand	arm/hand	LUKE GLENDENING	1	NA
"2281"	Jan 23, 2018	Missed 3 games (illness).	KEVAN	MILLER	BOSTON	BRUINS	2018	1	23	3	TRUE	illness	FALSE	620	0	1	17	2018	1	23	2018	518400	1516190400	1516708800	cold/virus	illness	KEVAN MILLER	1	10
"2282"	Jan 23, 2018	Missed 5 games (upper body injury).	BRETT	PESCE	CAROLINA	HURRICANES	2018	1	23	5	TRUE	upper body injury	FALSE	1482	0	1	11	2018	1	23	2018	1036800	1515672000	1516708800	upper body	upper body	BRETT PESCE	1	NA
"2283"	Jan 24, 2004	Missed 26 games (sprained left ankle).	DUSTIN	BROWN	LOS ANGELES	KINGS	2004	1	24	26	TRUE	sprained left ankle	FALSE	1990	0	11	30	2003	1	24	2004	4752000	1070193600	1074945600	ankle	foot	DUSTIN BROWN	0	7
"2284"	Jan 24, 2008	Missed 13 games (knee injury).	JUSSI	JOKINEN	VANCOUVER	CANUCKS	2008	1	24	13	TRUE	knee injury	FALSE	820	0	12	30	2007	1	24	2008	2160000	1199016000	1201176000	knee	leg	JUSSI JOKINEN	1	681
"2285"	Jan 24, 2008	Missed 3 games (groin).	RADIM	VRBATA	FLORIDA	PANTHERS	2008	1	24	3	TRUE	groin	FALSE	2622	0	1	17	2008	1	24	2008	604800	1200571200	1201176000	groin	lower body	RADIM VRBATA	1	12
"2286"	Jan 24, 2010	Missed 3 games (broken finger).	MARC-ANDRE	FLEURY	VEGAS	GOLDENKNIGHTS	2010	1	24	3	TRUE	broken finger	FALSE	1371	0	1	16	2010	1	24	2010	691200	1263643200	1264334400	finger	arm/hand	MARC-ANDRE FLEURY	1	1159
"2287"	Jan 24, 2011	Missed 1 game (flu).	LOUI	ERIKSSON	VANCOUVER	CANUCKS	2011	1	24	1	TRUE	flu	FALSE	791	0	1	21	2011	1	24	2011	259200	1295611200	1295870400	cold/virus	illness	LOUI ERIKSSON	0	52
"2288"	Jan 24, 2014	Missed 1 game (lower body injury).	PAUL	BYRON	MONTREAL	CANADIENS	2014	1	24	1	TRUE	lower body injury	FALSE	676	0	1	22	2014	1	24	2014	172800	1390392000	1390564800	lower body	lower body	PAUL BYRON	1	381
"2289"	Jan 24, 2014	Missed 1 game (upper body injury).	DAVID	SCHLEMKO	MONTREAL	CANADIENS	2014	1	24	1	TRUE	upper body injury	FALSE	745	0	1	22	2014	1	24	2014	172800	1390392000	1390564800	upper body	upper body	DAVID SCHLEMKO	1	43
"2290"	Jan 24, 2014	Missed 2 games (body soreness).	MARK	PYSYK	FLORIDA	PANTHERS	2014	1	24	2	TRUE	body soreness	FALSE	2598	0	1	21	2014	1	24	2014	259200	1390305600	1390564800	sore	other	MARK PYSYK	0	256
"2291"	Jan 24, 2014	Missed 2 games (head injury).	NAIL	YAKUPOV	COLORADO	AVALANCHE	2014	1	24	2	TRUE	head injury	FALSE	106	0	1	18	2014	1	24	2014	518400	1390046400	1390564800	head	head/neck/face	NAIL YAKUPOV	0	36
"2292"	Jan 24, 2014	Missed 2 games (lower body injury).	MARTIN	HANZAL	DALLAS	STARS	2014	1	24	2	TRUE	lower body injury	FALSE	3730	0	1	20	2014	1	24	2014	345600	1390219200	1390564800	lower body	lower body	MARTIN HANZAL	1	14
"2293"	Jan 24, 2014	Missed 4 games (concussion).	DOUGIE	HAMILTON	CALGARY	FLAMES	2014	1	24	4	TRUE	concussion	FALSE	52	0	1	14	2014	1	24	2014	10	1389700800	1390564800	concussion	concussion	DOUGIE HAMILTON	1	422
"2294"	Jan 24, 2016	Missed 1 game (neck injury).	CHRIS	KREIDER	NEW YORK	RANGERS	2016	1	24	1	TRUE	neck injury	FALSE	2986	0	1	22	2016	1	24	2016	172800	1453464000	1453636800	neck	head/neck/face	CHRIS KREIDER	1	273
"2295"	Jan 24, 2017	Missed 1 game (illness).	MIKKO	KOIVU	MINNESOTA	WILD	2017	1	24	1	TRUE	illness	FALSE	3933	0	1	22	2017	1	24	2017	172800	1485086400	1485259200	cold/virus	illness	MIKKO KOIVU	1	NA
"2296"	Jan 24, 2017	Missed 1 game (lower body injury).	JAY	BOUWMEESTER	ST. LOUIS	BLUES	2017	1	24	1	TRUE	lower body injury	FALSE	357	0	1	21	2017	1	24	2017	259200	1.485e+09	1485259200	lower body	lower body	JAY BOUWMEESTER	1	251
"2297"	Jan 24, 2017	Missed 10 games (broken jaw).	BRIAN	DUMOULIN	PITTSBURGH	PENGUINS	2017	1	24	10	TRUE	broken jaw	FALSE	2670	0	12	28	2016	1	24	2017	2332800	1482926400	1485259200	mouth	mouth	BRIAN DUMOULIN	1	345
"2298"	Jan 24, 2017	Missed 12 games (lower body injury).	DMITRY	KULIKOV	WINNIPEG	JETS	2017	1	24	12	TRUE	lower body injury	FALSE	1913	0	12	29	2016	1	24	2017	2246400	1483012800	1485259200	lower body	lower body	DMITRY KULIKOV	1	40
"2299"	Jan 24, 2017	Missed 4 games (concussion).	KEVAN	MILLER	BOSTON	BRUINS	2017	1	24	4	TRUE	concussion	FALSE	618	0	1	15	2017	1	24	2017	777600	1484481600	1485259200	concussion	concussion	KEVAN MILLER	1	270
"2300"	Jan 24, 2017	Missed 4 games (upper body injury).	ANDREW	LADD	NEW YORK	ISLANDERS	2017	1	24	4	TRUE	upper body injury	FALSE	1663	0	1	16	2017	1	24	2017	691200	1484568000	1485259200	upper body	upper body	ANDREW LADD	1	348
"2301"	Jan 24, 2017	Missed 6 games (lower body injury).	COLIN	MILLER	VEGAS	GOLDENKNIGHTS	2017	1	24	6	TRUE	lower body injury	FALSE	1408	0	1	12	2017	1	24	2017	1036800	1484222400	1485259200	lower body	lower body	COLIN MILLER	1	81
"2302"	Jan 24, 2017	Missed 7 games (lower body injury).	YOHANN	AUVITU	EDMONTON	OILERS	2017	1	24	7	TRUE	lower body injury	FALSE	2378	0	1	09	2017	1	24	2017	1296000	1483963200	1485259200	lower body	lower body	YOHANN AUVITU	1	NA
"2303"	Jan 24, 2017	Missed 7 games (upper body injury).	J.T.	BROWN	ANAHEIM	DUCKS	2017	1	24	7	TRUE	upper body injury	FALSE	1102	0	1	08	2017	1	24	2017	1382400	1483876800	1485259200	upper body	upper body	J.T. BROWN	1	70
"2304"	Jan 24, 2017	Missed 8 games (concussion).	PATRIK	LAINE	WINNIPEG	JETS	2017	1	24	8	TRUE	concussion	FALSE	1917	0	1	08	2017	1	24	2017	1382400	1483876800	1485259200	concussion	concussion	PATRIK LAINE	0	61
"2305"	Jan 24, 2017	Missed 8 games (lower body injury).	COLIN	WILSON	COLORADO	AVALANCHE	2017	1	24	8	TRUE	lower body injury	FALSE	99	0	1	08	2017	1	24	2017	1382400	1483876800	1485259200	lower body	lower body	COLIN WILSON	1	51
"2306"	Jan 25, 2011	Missed 2 games (rib injury).	DMITRY	KULIKOV	WINNIPEG	JETS	2011	1	25	2	TRUE	rib injury	FALSE	1902	0	1	21	2011	1	25	2011	345600	1295611200	1295956800	rib	mid body	DMITRY KULIKOV	1	19
"2307"	Jan 25, 2011	Missed 3 games (groin).	DREW	STAFFORD	NEW JERSEY	DEVILS	2011	1	25	3	TRUE	groin	FALSE	1807	0	1	20	2011	1	25	2011	432000	1295524800	1295956800	groin	lower body	DREW STAFFORD	1	46
"2308"	Jan 25, 2012	Missed 5 games (appendectomy).	JAMIE	BENN	DALLAS	STARS	2012	1	25	5	TRUE	appendectomy	FALSE	3680	0	1	16	2012	1	25	2012	777600	1326715200	1327492800	appendicitis	other	JAMIE BENN	1	24
"2309"	Jan 25, 2013	Missed 2 games (foot injury).	SAMI	VATANEN	NEW JERSEY	DEVILS	2013	1	25	2	TRUE	foot injury	FALSE	1820	0	1	18	2013	1	25	2013	604800	1358510400	1359115200	foot	foot	SAMI VATANEN	0	285
"2310"	Jan 25, 2013	Missed 2 games (lower body injury).	DENNIS	SEIDENBERG	NEW YORK	ISLANDERS	2013	1	25	2	TRUE	lower body injury	FALSE	1687	0	1	21	2013	1	25	2013	345600	1358769600	1359115200	lower body	lower body	DENNIS SEIDENBERG	1	111
"2311"	Jan 25, 2013	Missed 3 games (back injury).	DARREN	HELM	DETROIT	REDWINGS	2013	1	25	3	TRUE	back injury	FALSE	3162	0	1	18	2013	1	25	2013	604800	1358510400	1359115200	back	mid body	DARREN HELM	1	2
"2312"	Jan 25, 2014	Missed 1 game (illness).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	2014	1	25	1	TRUE	illness	FALSE	151	0	1	23	2014	1	25	2014	172800	1390478400	1390651200	cold/virus	illness	DUNCAN KEITH	1	325
"2313"	Jan 25, 2014	Missed 2 games (lower body injury).	ALEX	OVECHKIN	WASHINGTON	CAPITALS	2014	1	25	2	TRUE	lower body injury	FALSE	963	0	1	21	2014	1	25	2014	345600	1390305600	1390651200	lower body	lower body	ALEX OVECHKIN	1	404
"2314"	Jan 25, 2016	Missed 4 games (upper body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	2016	1	25	4	TRUE	upper body injury	FALSE	3268	0	1	16	2016	1	25	2016	777600	1452945600	1453723200	upper body	upper body	ZEMGUS GIRGENSONS	1	15
"2315"	Jan 25, 2017	Missed 1 game (illness).	MATT	DUCHENE	OTTAWA	SENATORS	2017	1	25	1	TRUE	illness	FALSE	3438	0	1	23	2017	1	25	2017	172800	1485172800	1485345600	cold/virus	illness	MATT DUCHENE	1	NA
"2316"	Jan 25, 2017	Missed 1 game (lower body injury).	THOMAS	VANEK	COLUMBUS	BLUEJACKETS	2017	1	25	1	TRUE	lower body injury	FALSE	325	0	1	23	2017	1	25	2017	172800	1485172800	1485345600	lower body	lower body	THOMAS VANEK	1	18
"2317"	Jan 25, 2017	Missed 1 game (undisclosed).	SAMI	VATANEN	NEW JERSEY	DEVILS	2017	1	25	1	TRUE	undisclosed	FALSE	1826	0	1	23	2017	1	25	2017	172800	1485172800	1485345600	undisclosed	undisclosed	SAMI VATANEN	1	10
"2318"	Jan 25, 2017	Missed 32 games (right knee injury).	TOMAS	HERTL	SAN JOSE	SHARKS	2017	1	25	32	TRUE	right knee injury	FALSE	3601	0	11	18	2016	1	25	2017	5875200	1479470400	1485345600	knee	leg	TOMAS HERTL	1	386
"2319"	Jan 25, 2017	Missed 33 games (lower body injury).	ALEX	PETROVIC	FLORIDA	PANTHERS	2017	1	25	33	TRUE	lower body injury	FALSE	2597	0	11	17	2016	1	25	2017	5961600	1479384000	1485345600	lower body	lower body	ALEX PETROVIC	1	NA
"2320"	Jan 25, 2017	Missed 9 games (lower body injury).	NICK	BJUGSTAD	FLORIDA	PANTHERS	2017	1	25	9	TRUE	lower body injury	FALSE	2532	0	1	07	2017	1	25	2017	1555200	1483790400	1485345600	lower body	lower body	NICK BJUGSTAD	1	NA
"2321"	Jan 25, 2018	Missed 11 games (fractured right foot).	CAM	ATKINSON	COLUMBUS	BLUEJACKETS	2018	1	25	11	TRUE	fractured right foot	FALSE	203	0	12	26	2017	1	25	2018	2592000	1514289600	1516881600	foot	foot	CAM ATKINSON	1	NA
"2322"	Jan 25, 2018	Missed 12 games (upper body injury).	CHAD	RUHWEDEL	PITTSBURGH	PENGUINS	2018	1	25	12	TRUE	upper body injury	FALSE	2793	0	12	28	2017	1	25	2018	2419200	1514462400	1516881600	upper body	upper body	CHAD RUHWEDEL	1	NA
"2323"	Jan 25, 2018	Missed 2 games (flu).	JOONAS	DONSKOI	SAN JOSE	SHARKS	2018	1	25	2	TRUE	flu	FALSE	3564	0	1	21	2018	1	25	2018	345600	1516536000	1516881600	cold/virus	illness	JOONAS DONSKOI	1	NA
"2324"	Jan 25, 2018	Missed 20 games (right ankle injury).	JADEN	SCHWARTZ	ST. LOUIS	BLUES	2018	1	25	20	TRUE	right ankle injury	FALSE	414	0	12	10	2017	1	25	2018	3974400	1512907200	1516881600	ankle	foot	JADEN SCHWARTZ	1	NA
"2325"	Jan 25, 2018	Missed 3 games (groin).	KEITH	KINKAID	NEW JERSEY	DEVILS	2018	1	25	3	TRUE	groin	FALSE	1752	0	1	21	2018	1	25	2018	345600	1516536000	1516881600	groin	lower body	KEITH KINKAID	1	NA
"2326"	Jan 25, 2018	Missed 4 games (upper body injury).	JEAN-GABRIEL	PAGEAU	OTTAWA	SENATORS	2018	1	25	4	TRUE	upper body injury	FALSE	3493	0	1	18	2018	1	25	2018	604800	1516276800	1516881600	upper body	upper body	JEAN-GABRIEL PAGEAU	1	NA
"2327"	Jan 25, 2018	Missed 6 games (lower body injury).	KEVIN	HAYES	NEW YORK	RANGERS	2018	1	25	6	TRUE	lower body injury	FALSE	2976	0	1	14	2018	1	25	2018	950400	1515931200	1516881600	lower body	lower body	KEVIN HAYES	1	NA
"2328"	Jan 26, 2006	Missed 1 game (flu).	TREVOR	DALEY	DETROIT	REDWINGS	2006	1	26	1	TRUE	flu	FALSE	3086	0	1	25	2006	1	26	2006	86400	1138190400	1138276800	cold/virus	illness	TREVOR DALEY	0	305
"2329"	Jan 26, 2006	Missed 1 game (knee injury).	MIKKO	KOIVU	MINNESOTA	WILD	2006	1	26	1	TRUE	knee injury	FALSE	3921	0	1	24	2006	1	26	2006	172800	1138104000	1138276800	knee	leg	MIKKO KOIVU	1	5
"2330"	Jan 26, 2007	Missed 2 games (shoulder injury).	RON	HAINSEY	TORONTO	MAPLELEAFS	2007	1	26	2	TRUE	shoulder injury	FALSE	2290	0	1	17	2007	1	26	2007	777600	1169035200	1169812800	shoulder	upper body	RON HAINSEY	1	357
"2331"	Jan 26, 2010	Missed 1 game (upper body injury).	JAKUB	VORACEK	PHILADELPHIA	FLYERS	2010	1	26	1	TRUE	upper body injury	FALSE	1342	0	1	22	2010	1	26	2010	345600	1264161600	1264507200	upper body	upper body	JAKUB VORACEK	0	747
"2332"	Jan 26, 2010	Missed 2 games (upper body injury).	DANIEL	WINNIK	MINNESOTA	WILD	2010	1	26	2	TRUE	upper body injury	FALSE	3993	0	1	21	2010	1	26	2010	432000	1264075200	1264507200	upper body	upper body	DANIEL WINNIK	1	327
"2333"	Jan 26, 2010	Missed 30 games (sprained left MCL).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2010	1	26	30	TRUE	sprained left MCL	FALSE	3201	0	11	22	2009	1	26	2010	5616000	1258891200	1264507200	knee	leg	NIKLAS KRONWALL	1	8
