"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"year"	"month"	"day"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"	"InjuryIndicator"	"InjuryStateDate"	"YearsSince2000"
"3638.1"	Nov 21, 2015	Missed 1 game (illness).	JONAS	BRODIN	MINNESOTA	WILD	2015	11	21	1	TRUE	illness	FALSE	3706	0	11	19	2015	11	21	2015	172800	1447934400	1448107200	NA	NA	JONAS BRODIN	1	77	2	1448107200	15.8986301369863
"1813"	Feb 29, 2016	Missed 12 games (broken foot).	JONAS	BRODIN	MINNESOTA	WILD	2016	2	29	12	TRUE	broken foot	FALSE	3707	0	2	06	2016	2	29	2016	1987200	1454760000	1456747200	foot	foot	JONAS BRODIN	1	324	1	1454760000	16.1095890410959
"1813.1"	Feb 29, 2016	Missed 12 games (broken foot).	JONAS	BRODIN	MINNESOTA	WILD	2016	2	29	12	TRUE	broken foot	FALSE	3708	0	2	06	2016	2	29	2016	1987200	1454760000	1456747200	NA	NA	JONAS BRODIN	1	324	2	1456747200	16.172602739726
"1608"	Feb 18, 2017	Missed 14 games (broken finger).	JONAS	BRODIN	MINNESOTA	WILD	2017	2	18	14	TRUE	broken finger	FALSE	3709	0	1	18	2017	2	18	2017	2678400	1484740800	1487419200	arm/hand	arm/hand	JONAS BRODIN	1	354	1	1484740800	17.0602739726027
"1608.1"	Feb 18, 2017	Missed 14 games (broken finger).	JONAS	BRODIN	MINNESOTA	WILD	2017	2	18	14	TRUE	broken finger	FALSE	3710	0	1	18	2017	2	18	2017	2678400	1484740800	1487419200	NA	NA	JONAS BRODIN	1	354	2	1487419200	17.1452054794521
"1783"	Feb 27, 2018	Missed 9 games (hand surgery).	JONAS	BRODIN	MINNESOTA	WILD	2018	2	27	9	TRUE	hand surgery	FALSE	3711	0	2	07	2018	2	27	2018	1728000	1518004800	1519732800	arm/hand	arm/hand	JONAS BRODIN	1	NA	1	1518004800	18.1150684931507
"1783.1"	Feb 27, 2018	Missed 9 games (hand surgery).	JONAS	BRODIN	MINNESOTA	WILD	2018	2	27	9	TRUE	hand surgery	FALSE	3712	0	2	07	2018	2	27	2018	1728000	1518004800	1519732800	NA	NA	JONAS BRODIN	1	NA	2	1519732800	18.1698630136986
"3939"	Oct 20, 2014	Missed 5 games (fractured thumb).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2014	10	20	5	TRUE	fractured thumb	FALSE	3713	0	10	07	2014	10	20	2014	1123200	1412683200	1413806400	arm/hand	arm/hand	JONATHAN DROUIN	0	68	1	1412683200	14.7753424657534
"3939.1"	Oct 20, 2014	Missed 5 games (fractured thumb).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2014	10	20	5	TRUE	fractured thumb	FALSE	3714	0	10	07	2014	10	20	2014	1123200	1412683200	1413806400	NA	NA	JONATHAN DROUIN	0	68	2	1413806400	14.8109589041096
"1223"	Dec 29, 2014	Missed 1 game (illness).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2014	12	29	1	TRUE	illness	FALSE	3715	0	12	27	2014	12	29	2014	172800	1419681600	1419854400	illness	illness	JONATHAN DROUIN	1	108	1	1419681600	14.9972602739726
"1223.1"	Dec 29, 2014	Missed 1 game (illness).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2014	12	29	1	TRUE	illness	FALSE	3716	0	12	27	2014	12	29	2014	172800	1419681600	1419854400	NA	NA	JONATHAN DROUIN	1	108	2	1419854400	15.0027397260274
"582"	Apr 23, 2015	Missed the last 3 playoff games (illness).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2015	4	23	3	TRUE	illness	TRUE	3717	0	4	16	2015	4	23	2015	604800	1429185600	1429790400	illness	illness	JONATHAN DROUIN	1	189	1	1429185600	15.2986301369863
"582.1"	Apr 23, 2015	Missed the last 3 playoff games (illness).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2015	4	23	3	TRUE	illness	TRUE	3718	0	4	16	2015	4	23	2015	604800	1429185600	1429790400	NA	NA	JONATHAN DROUIN	1	189	2	1429790400	15.3178082191781
"3360"	Nov 07, 2015	Missed 5 games (lower body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2015	11	07	5	TRUE	lower body injury	FALSE	3719	0	10	29	2015	11	07	2015	777600	1446120000	1446897600	lower body	lower body	JONATHAN DROUIN	1	9	1	1446120000	15.8356164383562
"3360.1"	Nov 07, 2015	Missed 5 games (lower body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2015	11	07	5	TRUE	lower body injury	FALSE	3720	0	10	29	2015	11	07	2015	777600	1446120000	1446897600	NA	NA	JONATHAN DROUIN	1	9	2	1446897600	15.8602739726027
"712"	Dec 02, 2015	Missed 6 games (undisclosed).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2015	12	02	6	TRUE	undisclosed	FALSE	3721	0	11	16	2015	12	02	2015	1382400	1447675200	1449057600	undisclosed	undisclosed	JONATHAN DROUIN	1	10	1	1447675200	15.8849315068493
"712.1"	Dec 02, 2015	Missed 6 games (undisclosed).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2015	12	02	6	TRUE	undisclosed	FALSE	3722	0	11	16	2015	12	02	2015	1382400	1447675200	1449057600	NA	NA	JONATHAN DROUIN	1	10	2	1449057600	15.9287671232877
"1230"	Dec 29, 2015	Missed 8 games (lower body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2015	12	29	8	TRUE	lower body injury	FALSE	3723	0	12	12	2015	12	29	2015	1468800	1449921600	1451390400	lower body	lower body	JONATHAN DROUIN	1	310	1	1449921600	15.9561643835616
"1230.1"	Dec 29, 2015	Missed 8 games (lower body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2015	12	29	8	TRUE	lower body injury	FALSE	3724	0	12	12	2015	12	29	2015	1468800	1449921600	1451390400	NA	NA	JONATHAN DROUIN	1	310	2	1451390400	16.0027397260274
"3564"	Nov 17, 2016	Missed 7 games (upper body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2016	11	17	7	TRUE	upper body injury	FALSE	3725	0	11	03	2016	11	17	2016	1209600	1478174400	1479384000	upper body	upper body	JONATHAN DROUIN	1	17	1	1478174400	16.8520547945205
"3564.1"	Nov 17, 2016	Missed 7 games (upper body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2016	11	17	7	TRUE	upper body injury	FALSE	3726	0	11	03	2016	11	17	2016	1209600	1478174400	1479384000	NA	NA	JONATHAN DROUIN	1	17	2	1479384000	16.8904109589041
"812"	Dec 08, 2016	Missed 1 game (undisclosed).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2016	12	08	1	TRUE	undisclosed	FALSE	3727	0	12	04	2016	12	08	2016	345600	1480852800	1481198400	undisclosed	undisclosed	JONATHAN DROUIN	1	77	1	1480852800	16.9369863013699
"812.1"	Dec 08, 2016	Missed 1 game (undisclosed).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2016	12	08	1	TRUE	undisclosed	FALSE	3728	0	12	04	2016	12	08	2016	345600	1480852800	1481198400	NA	NA	JONATHAN DROUIN	1	77	2	1481198400	16.9479452054795
"1732"	Feb 25, 2017	Missed 1 game (flu).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2017	2	25	1	TRUE	flu	FALSE	3729	0	2	23	2017	2	25	2017	172800	1487851200	1488024000	illness	illness	JONATHAN DROUIN	1	257	1	1487851200	17.158904109589
"1732.1"	Feb 25, 2017	Missed 1 game (flu).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2017	2	25	1	TRUE	flu	FALSE	3730	0	2	23	2017	2	25	2017	172800	1487851200	1488024000	NA	NA	JONATHAN DROUIN	1	257	2	1488024000	17.1643835616438
"3445"	Nov 11, 2017	Missed 1 game (upper body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2017	11	11	1	TRUE	upper body injury	FALSE	3731	0	11	09	2017	11	11	2017	172800	1510228800	1510401600	upper body	upper body	JONATHAN DROUIN	1	19	1	1510228800	17.8684931506849
"3445.1"	Nov 11, 2017	Missed 1 game (upper body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2017	11	11	1	TRUE	upper body injury	FALSE	3732	0	11	09	2017	11	11	2017	172800	1510228800	1510401600	NA	NA	JONATHAN DROUIN	1	19	2	1510401600	17.8739726027397
"837"	Dec 09, 2017	Missed 4 games (lower body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2017	12	09	4	TRUE	lower body injury	FALSE	3733	0	11	30	2017	12	09	2017	777600	1512043200	1512820800	lower body	lower body	JONATHAN DROUIN	1	NA	1	1512043200	17.9260273972603
"837.1"	Dec 09, 2017	Missed 4 games (lower body injury).	JONATHAN	DROUIN	MONTREAL	CANADIENS	2017	12	09	4	TRUE	lower body injury	FALSE	3734	0	11	30	2017	12	09	2017	777600	1512043200	1512820800	NA	NA	JONATHAN DROUIN	1	NA	2	1512820800	17.9506849315068
"3235"	May 30, 2009	Missed 2 playoff games (appendectomy).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2009	5	30	2	TRUE	appendectomy	FALSE	3735	0	5	27	2009	5	30	2009	259200	1243425600	1243684800	other	other	JONATHAN ERICSSON	0	154	1	1243425600	9.40821917808219
"3235.1"	May 30, 2009	Missed 2 playoff games (appendectomy).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2009	5	30	2	TRUE	appendectomy	FALSE	3736	0	5	27	2009	5	30	2009	259200	1243425600	1243684800	NA	NA	JONATHAN ERICSSON	0	154	2	1243684800	9.41643835616438
"3313"	Nov 05, 2009	Missed 2 games (flu).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2009	11	05	2	TRUE	flu	FALSE	3737	0	10	31	2009	11	05	2009	432000	1256990400	1257422400	illness	illness	JONATHAN ERICSSON	1	40	1	1256990400	9.83835616438356
"3313.1"	Nov 05, 2009	Missed 2 games (flu).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2009	11	05	2	TRUE	flu	FALSE	3738	0	10	31	2009	11	05	2009	432000	1256990400	1257422400	NA	NA	JONATHAN ERICSSON	1	40	2	1257422400	9.85205479452055
"2067"	Jan 14, 2010	Missed 12 games (left knee injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2010	1	14	12	TRUE	left knee injury	FALSE	3739	0	12	15	2009	1	14	2010	2592000	1260878400	1263470400	leg	leg	JONATHAN ERICSSON	1	268	1	1260878400	9.96164383561644
"2067.1"	Jan 14, 2010	Missed 12 games (left knee injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2010	1	14	12	TRUE	left knee injury	FALSE	3740	0	12	15	2009	1	14	2010	2592000	1260878400	1263470400	NA	NA	JONATHAN ERICSSON	1	268	2	1263470400	10.0438356164384
"3282"	Nov 03, 2010	Missed 8 games (back spasms).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2010	11	03	8	TRUE	back spasms	FALSE	3741	0	10	09	2010	11	03	2010	2160000	1286625600	1288785600	mid body	mid body	JONATHAN ERICSSON	1	482	1	1286625600	10.7780821917808
"3282.1"	Nov 03, 2010	Missed 8 games (back spasms).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2010	11	03	8	TRUE	back spasms	FALSE	3742	0	10	09	2010	11	03	2010	2160000	1286625600	1288785600	NA	NA	JONATHAN ERICSSON	1	482	2	1288785600	10.8465753424658
"3024"	Mar 28, 2012	Missed 13 games (broken left wrist).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2012	3	28	13	TRUE	broken left wrist	FALSE	3743	0	2	28	2012	3	28	2012	2505600	1330430400	1332936000	arm/hand	arm/hand	JONATHAN ERICSSON	1	299	1	1330430400	12.1671232876712
"3024.1"	Mar 28, 2012	Missed 13 games (broken left wrist).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2012	3	28	13	TRUE	broken left wrist	FALSE	3744	0	2	28	2012	3	28	2012	2505600	1330430400	1332936000	NA	NA	JONATHAN ERICSSON	1	299	2	1332936000	12.2465753424658
"2354"	Jan 27, 2013	Missed 3 games (shoulder injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2013	1	27	3	TRUE	shoulder injury	FALSE	3745	0	1	21	2013	1	27	2013	518400	1358769600	1359288000	upper body	upper body	JONATHAN ERICSSON	1	267	1	1358769600	13.0657534246575
"2354.1"	Jan 27, 2013	Missed 3 games (shoulder injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2013	1	27	3	TRUE	shoulder injury	FALSE	3746	0	1	21	2013	1	27	2013	518400	1358769600	1359288000	NA	NA	JONATHAN ERICSSON	1	267	2	1359288000	13.0821917808219
"3517"	Nov 15, 2013	Missed 10 games (upper body injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2013	11	15	10	TRUE	upper body injury	FALSE	3747	0	10	21	2013	11	15	2013	2160000	1382356800	1384516800	upper body	upper body	JONATHAN ERICSSON	1	39	1	1382356800	13.813698630137
"3517.1"	Nov 15, 2013	Missed 10 games (upper body injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2013	11	15	10	TRUE	upper body injury	FALSE	3748	0	10	21	2013	11	15	2013	2160000	1382356800	1384516800	NA	NA	JONATHAN ERICSSON	1	39	2	1384516800	13.8821917808219
"2238"	Jan 21, 2014	Missed 10 games (broken rib).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2014	1	21	10	TRUE	broken rib	FALSE	3749	0	12	24	2013	1	21	2014	2419200	1387886400	1390305600	mid body	mid body	JONATHAN ERICSSON	1	57	1	1387886400	13.9890410958904
"2238.1"	Jan 21, 2014	Missed 10 games (broken rib).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2014	1	21	10	TRUE	broken rib	FALSE	3750	0	12	24	2013	1	21	2014	2419200	1387886400	1390305600	NA	NA	JONATHAN ERICSSON	1	57	2	1390305600	14.0657534246575
"625"	Apr 26, 2014	Missed the last 14 regular season and first 5 playoff games (finger surgery).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2014	4	26	19	TRUE	finger surgery	TRUE	3751	0	3	19	2014	4	26	2014	3283200	1395230400	1398513600	arm/hand	arm/hand	JONATHAN ERICSSON	1	603	1	1395230400	14.2219178082192
"625.1"	Apr 26, 2014	Missed the last 14 regular season and first 5 playoff games (finger surgery).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2014	4	26	19	TRUE	finger surgery	TRUE	3752	0	3	19	2014	4	26	2014	3283200	1395230400	1398513600	NA	NA	JONATHAN ERICSSON	1	603	2	1398513600	14.3260273972603
"1271"	Dec 31, 2015	Missed 5 games (upper body injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2015	12	31	5	TRUE	upper body injury	FALSE	3753	0	12	20	2015	12	31	2015	950400	1450612800	1451563200	upper body	upper body	JONATHAN ERICSSON	1	45	1	1450612800	15.9780821917808
"1271.1"	Dec 31, 2015	Missed 5 games (upper body injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2015	12	31	5	TRUE	upper body injury	FALSE	3754	0	12	20	2015	12	31	2015	950400	1450612800	1451563200	NA	NA	JONATHAN ERICSSON	1	45	2	1451563200	16.0082191780822
"1779"	Feb 27, 2016	Missed 6 games (lower body injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2016	2	27	6	TRUE	lower body injury	FALSE	3755	0	2	14	2016	2	27	2016	1123200	1455451200	1456574400	lower body	lower body	JONATHAN ERICSSON	1	286	1	1455451200	16.1315068493151
"1779.1"	Feb 27, 2016	Missed 6 games (lower body injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2016	2	27	6	TRUE	lower body injury	FALSE	3756	0	2	14	2016	2	27	2016	1123200	1455451200	1456574400	NA	NA	JONATHAN ERICSSON	1	286	2	1456574400	16.1671232876712
"950"	Dec 15, 2016	Missed 3 games (back injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2016	12	15	3	TRUE	back injury	FALSE	3757	0	12	09	2016	12	15	2016	518400	1481284800	1481803200	mid body	mid body	JONATHAN ERICSSON	1	57	1	1481284800	16.9506849315068
"950.1"	Dec 15, 2016	Missed 3 games (back injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2016	12	15	3	TRUE	back injury	FALSE	3758	0	12	09	2016	12	15	2016	518400	1481284800	1481803200	NA	NA	JONATHAN ERICSSON	1	57	2	1481803200	16.9671232876712
"282"	Apr 09, 2017	Missed the last 28 regular season games (wrist surgery).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2017	4	09	28	TRUE	wrist surgery	TRUE	3759	0	2	10	2017	4	09	2017	5011200	1486728000	1491739200	arm/hand	arm/hand	JONATHAN ERICSSON	1	NA	1	1486728000	17.1232876712329
"282.1"	Apr 09, 2017	Missed the last 28 regular season games (wrist surgery).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2017	4	09	28	TRUE	wrist surgery	TRUE	3760	0	2	10	2017	4	09	2017	5011200	1486728000	1491739200	NA	NA	JONATHAN ERICSSON	1	NA	2	1491739200	17.2821917808219
"1034"	Dec 19, 2013	Missed 2 games (foot injury).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2013	12	19	2	TRUE	foot injury	FALSE	3761	0	12	15	2013	12	19	2013	345600	1387108800	1387454400	foot	foot	JONATHAN HUBERDEAU	0	89	1	1387108800	13.9643835616438
"1034.1"	Dec 19, 2013	Missed 2 games (foot injury).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2013	12	19	2	TRUE	foot injury	FALSE	3762	0	12	15	2013	12	19	2013	345600	1387108800	1387454400	NA	NA	JONATHAN HUBERDEAU	0	89	2	1387454400	13.9753424657534
"163"	Apr 08, 2014	Missed 11 games (concussion).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2014	4	08	11	TRUE	concussion	FALSE	3763	0	3	18	2014	4	08	2014	1814400	1395144000	1396958400	concussion	concussion	JONATHAN HUBERDEAU	1	207	1	1395144000	14.2191780821918
"163.1"	Apr 08, 2014	Missed 11 games (concussion).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2014	4	08	11	TRUE	concussion	FALSE	3764	0	3	18	2014	4	08	2014	1814400	1395144000	1396958400	NA	NA	JONATHAN HUBERDEAU	1	207	2	1396958400	14.2767123287671
"3373"	Nov 08, 2014	Missed 3 games (illness).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2014	11	08	3	TRUE	illness	FALSE	3765	0	11	01	2014	11	08	2014	604800	1414843200	1415448000	illness	illness	JONATHAN HUBERDEAU	1	474	1	1414843200	14.8438356164384
"3373.1"	Nov 08, 2014	Missed 3 games (illness).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2014	11	08	3	TRUE	illness	FALSE	3766	0	11	01	2014	11	08	2014	604800	1414843200	1415448000	NA	NA	JONATHAN HUBERDEAU	1	474	2	1415448000	14.8630136986301
"2589"	Mar 07, 2016	Missed 6 games (upper body injury).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2016	3	07	6	TRUE	upper body injury	FALSE	3767	0	2	25	2016	3	07	2016	950400	1456401600	1457352000	upper body	upper body	JONATHAN HUBERDEAU	1	216	1	1456401600	16.1616438356164
"2589.1"	Mar 07, 2016	Missed 6 games (upper body injury).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2016	3	07	6	TRUE	upper body injury	FALSE	3768	0	2	25	2016	3	07	2016	950400	1456401600	1457352000	NA	NA	JONATHAN HUBERDEAU	1	216	2	1457352000	16.1917808219178
"1347"	Feb 03, 2017	Missed 51 games (achilles surgery).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2017	2	03	51	TRUE	achilles surgery	FALSE	3769	0	10	09	2016	2	03	2017	10108800	1476014400	1486123200	foot	foot	JONATHAN HUBERDEAU	1	NA	1	1476014400	16.7835616438356
"1347.1"	Feb 03, 2017	Missed 51 games (achilles surgery).	JONATHAN	HUBERDEAU	FLORIDA	PANTHERS	2017	2	03	51	TRUE	achilles surgery	FALSE	3770	0	10	09	2016	2	03	2017	10108800	1476014400	1486123200	NA	NA	JONATHAN HUBERDEAU	1	NA	2	1486123200	17.1041095890411
"907"	Dec 13, 2016	Missed 4 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	2016	12	13	4	TRUE	lower body injury	FALSE	3771	0	12	5	2016	12	13	2016	691200	1480939200	1481630400	lower body	lower body	JONATHAN MARCHESSAULT	0	2	1	1480939200	16.9397260273973
"907.1"	Dec 13, 2016	Missed 4 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	2016	12	13	4	TRUE	lower body injury	FALSE	3772	0	12	5	2016	12	13	2016	691200	1480939200	1481630400	NA	NA	JONATHAN MARCHESSAULT	0	2	2	1481630400	16.9616438356164
"1085"	Dec 21, 2016	Missed 3 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	2016	12	21	3	TRUE	lower body injury	FALSE	3773	0	12	15	2016	12	21	2016	518400	1481803200	1482321600	lower body	lower body	JONATHAN MARCHESSAULT	1	298	1	1481803200	16.9671232876712
"1085.1"	Dec 21, 2016	Missed 3 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	2016	12	21	3	TRUE	lower body injury	FALSE	3774	0	12	15	2016	12	21	2016	518400	1481803200	1482321600	NA	NA	JONATHAN MARCHESSAULT	1	298	2	1482321600	16.9835616438356
"4007"	Oct 24, 2017	Missed 3 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	2017	10	24	3	TRUE	lower body injury	FALSE	3775	0	10	15	2017	10	24	2017	777600	1508068800	1508846400	lower body	lower body	JONATHAN MARCHESSAULT	1	NA	1	1508068800	17.8
"4007.1"	Oct 24, 2017	Missed 3 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	2017	10	24	3	TRUE	lower body injury	FALSE	3776	0	10	15	2017	10	24	2017	777600	1508068800	1508846400	NA	NA	JONATHAN MARCHESSAULT	1	NA	2	1508846400	17.8246575342466
"1884"	Jan 04, 2014	Missed 24 games (groin).	JONATHAN	QUICK	LOS ANGELES	KINGS	2014	1	04	24	TRUE	groin	FALSE	3777	0	11	13	2013	1	04	2014	4492800	1384344000	1388836800	lower body	lower body	JONATHAN QUICK	0	768	1	1384344000	13.8767123287671
"1884.1"	Jan 04, 2014	Missed 24 games (groin).	JONATHAN	QUICK	LOS ANGELES	KINGS	2014	1	04	24	TRUE	groin	FALSE	3778	0	11	13	2013	1	04	2014	4492800	1384344000	1388836800	NA	NA	JONATHAN QUICK	0	768	2	1388836800	14.0191780821918
"1570"	Feb 16, 2016	Missed 3 games (undisclosed).	JONATHAN	QUICK	LOS ANGELES	KINGS	2016	2	16	3	TRUE	undisclosed	FALSE	3779	0	2	11	2016	2	16	2016	432000	1455192000	1455624000	undisclosed	undisclosed	JONATHAN QUICK	1	240	1	1455192000	16.1232876712329
"1570.1"	Feb 16, 2016	Missed 3 games (undisclosed).	JONATHAN	QUICK	LOS ANGELES	KINGS	2016	2	16	3	TRUE	undisclosed	FALSE	3780	0	2	11	2016	2	16	2016	432000	1455192000	1455624000	NA	NA	JONATHAN QUICK	1	240	2	1455624000	16.1369863013699
"1737"	Feb 25, 2017	Missed 59 games (lower body injury).	JONATHAN	QUICK	LOS ANGELES	KINGS	2017	2	25	59	TRUE	lower body injury	FALSE	3781	0	10	13	2016	2	25	2017	11664000	1476360000	1488024000	lower body	lower body	JONATHAN QUICK	1	NA	1	1476360000	16.7945205479452
"1737.1"	Feb 25, 2017	Missed 59 games (lower body injury).	JONATHAN	QUICK	LOS ANGELES	KINGS	2017	2	25	59	TRUE	lower body injury	FALSE	3782	0	10	13	2016	2	25	2017	11664000	1476360000	1488024000	NA	NA	JONATHAN QUICK	1	NA	2	1488024000	17.1643835616438
"3837"	Oct 10, 2007	Missed 2 games (broken finger).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2007	10	10	2	TRUE	broken finger	FALSE	3783	0	9	21	2007	10	10	2007	1641600	1190376000	1192017600	arm/hand	arm/hand	JONATHAN TOEWS	0	85	1	1190376000	7.72602739726027
"3837.1"	Oct 10, 2007	Missed 2 games (broken finger).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2007	10	10	2	TRUE	broken finger	FALSE	3784	0	9	21	2007	10	10	2007	1641600	1190376000	1192017600	NA	NA	JONATHAN TOEWS	0	85	2	1192017600	7.77808219178082
"1458"	Feb 10, 2008	Missed 16 games (sprained knee).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2008	2	10	16	TRUE	sprained knee	FALSE	3785	0	1	03	2008	2	10	2008	3283200	1199361600	1202644800	leg	leg	JONATHAN TOEWS	1	622	1	1199361600	8.01095890410959
"1458.1"	Feb 10, 2008	Missed 16 games (sprained knee).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2008	2	10	16	TRUE	sprained knee	FALSE	3786	0	1	03	2008	2	10	2008	3283200	1199361600	1202644800	NA	NA	JONATHAN TOEWS	1	622	2	1202644800	8.11506849315069
"3379"	Nov 09, 2009	Missed 6 games (concussion).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2009	11	09	6	TRUE	concussion	FALSE	3787	0	10	24	2009	11	09	2009	1382400	1256385600	1257768000	concussion	concussion	JONATHAN TOEWS	1	416	1	1256385600	9.81917808219178
"3379.1"	Nov 09, 2009	Missed 6 games (concussion).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2009	11	09	6	TRUE	concussion	FALSE	3788	0	10	24	2009	11	09	2009	1382400	1256385600	1257768000	NA	NA	JONATHAN TOEWS	1	416	2	1257768000	9.86301369863014
"1868"	Jan 03, 2011	Missed 2 games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2011	1	03	2	TRUE	upper body injury	FALSE	3789	0	12	30	2010	1	03	2011	345600	1293710400	1294056000	upper body	upper body	JONATHAN TOEWS	1	386	1	1293710400	11.0027397260274
"1868.1"	Jan 03, 2011	Missed 2 games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2011	1	03	2	TRUE	upper body injury	FALSE	3790	0	12	30	2010	1	03	2011	345600	1293710400	1294056000	NA	NA	JONATHAN TOEWS	1	386	2	1294056000	11.013698630137
"2420"	Jan 31, 2012	Missed 1 game (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2012	1	31	1	TRUE	upper body injury	FALSE	3791	0	1	24	2012	1	31	2012	604800	1327406400	1328011200	upper body	upper body	JONATHAN TOEWS	1	21	1	1327406400	12.0712328767123
"2420.1"	Jan 31, 2012	Missed 1 game (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2012	1	31	1	TRUE	upper body injury	FALSE	3792	0	1	24	2012	1	31	2012	604800	1327406400	1328011200	NA	NA	JONATHAN TOEWS	1	21	2	1328011200	12.0904109589041
"394"	Apr 12, 2012	Missed the last 22 regular season games (concussion).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2012	4	12	22	TRUE	concussion	TRUE	3793	0	2	21	2012	4	12	2012	4406400	1329825600	1334232000	concussion	concussion	JONATHAN TOEWS	1	720	1	1329825600	12.1479452054795
