"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"
"7034"	Jan 02, 2018	Missed 2 games (upper body injury).	NAZEM	KADRI	TORONTO	MAPLELEAFS	2	TRUE	upper body injury	FALSE	2305	0	12	29	2017	1	02	2018	4	1514548800	1514894400	upper body	upper body	NAZEM KADRI	1	NA
"483"	Apr 06, 2013	Missed 6 games (upper body injury).	LEO	KOMAROV	TORONTO	MAPLELEAFS	6	TRUE	upper body injury	FALSE	2306	0	3	23	2013	4	06	2013	14	1364040000	1365249600	upper body	upper body	LEO KOMAROV	0	605
"4430"	Dec 31, 2014	Missed 14 games (concussion).	LEO	KOMAROV	TORONTO	MAPLELEAFS	14	TRUE	concussion	FALSE	2307	0	12	02	2014	12	31	2014	29	1417521600	1420027200	concussion	concussion	LEO KOMAROV	1	14
"9190"	Jan 28, 2015	Missed 5 games (upper body injury).	LEO	KOMAROV	TORONTO	MAPLELEAFS	5	TRUE	upper body injury	FALSE	2308	0	1	14	2015	1	28	2015	14	1421236800	1422446400	upper body	upper body	LEO KOMAROV	1	414
"794"	Apr 09, 2016	Missed 12 games (lower body injury).	LEO	KOMAROV	TORONTO	MAPLELEAFS	12	TRUE	lower body injury	FALSE	2309	0	3	17	2016	4	09	2016	23	1458216000	1460203200	lower body	lower body	LEO KOMAROV	1	NA
"6173"	Feb 23, 2016	Missed 4 games (upper body injury).	JOSH	LEIVO	TORONTO	MAPLELEAFS	4	TRUE	upper body injury	FALSE	2310	0	2	13	2016	2	23	2016	10	1455364800	1456228800	upper body	upper body	JOSH LEIVO	0	231
"2893"	Dec 10, 2016	Missed 18 games (lower body injury).	JOSH	LEIVO	TORONTO	MAPLELEAFS	18	TRUE	lower body injury	FALSE	2311	0	10	11	2016	12	10	2016	60	1476187200	1481371200	lower body	lower body	JOSH LEIVO	1	105
"1783"	Apr 23, 2017	Missed the last 9 regular season and all 6 playoff games (undisclosed).	JOSH	LEIVO	TORONTO	MAPLELEAFS	15	TRUE	undisclosed	TRUE	2312	0	3	25	2017	4	23	2017	29	1490443200	1492948800	undisclosed	undisclosed	JOSH LEIVO	1	NA
"2681"	Dec 08, 2001	Missed 1 game (undisclosed).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	1	TRUE	undisclosed	FALSE	2313	0	12	06	2001	12	08	2001	2	1007640000	1007812800	undisclosed	undisclosed	PATRICK MARLEAU	0	770
"8434"	Jan 19, 2004	Missed 1 game (ankle injury).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	1	TRUE	ankle injury	FALSE	2314	0	1	17	2004	1	19	2004	2	1074340800	1074513600	ankle	foot	PATRICK MARLEAU	1	2
"8683"	Jan 22, 2004	Missed 1 game (knee injury).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	1	TRUE	knee injury	FALSE	2315	0	1	21	2004	1	22	2004	1	1074686400	1074772800	knee	leg	PATRICK MARLEAU	1	1121
"5768"	Feb 18, 2007	Missed 1 game (upper body injury).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	1	TRUE	upper body injury	FALSE	2316	0	2	16	2007	2	18	2007	2	1171627200	1171800000	upper body	upper body	PATRICK MARLEAU	1	3
"6046"	Feb 22, 2007	Missed 1 game (food poisoning).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	1	TRUE	food poisoning	FALSE	2317	0	2	21	2007	2	22	2007	1	1172059200	1172145600	cold/virus	illness	PATRICK MARLEAU	1	6
"11706"	Mar 06, 2007	Missed 3 games (upper body injury).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	3	TRUE	upper body injury	FALSE	2318	0	2	28	2007	3	06	2007	6	1172664000	1173182400	upper body	upper body	PATRICK MARLEAU	1	343
"5909"	Feb 20, 2008	Missed 4 games (groin).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	4	TRUE	groin	FALSE	2319	0	2	12	2008	2	20	2008	8	1202817600	1203508800	groin	lower body	PATRICK MARLEAU	1	404
"737"	Apr 09, 2009	Missed 5 games (lower body injury).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	5	TRUE	lower body injury	FALSE	2320	0	3	30	2009	4	09	2009	10	1238414400	1239278400	lower body	lower body	PATRICK MARLEAU	1	385
"13629"	May 02, 2010	Missed the last playoff game (flu).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	0	TRUE	flu	TRUE	2321	0	4	29	2010	5	02	2010	3	1272542400	1272801600	cold/virus	illness	PATRICK MARLEAU	1	NA
"6841"	Feb 28, 2017	Missed 5 games (upper body injury).	MITCHELL	MARNER	TORONTO	MAPLELEAFS	5	TRUE	upper body injury	FALSE	2322	0	2	17	2017	2	28	2017	11	1487332800	1488283200	upper body	upper body	MITCHELL MARNER	0	NA
"12213"	Mar 13, 2012	Missed 2 games (illness).	MATT	MARTIN	TORONTO	MAPLELEAFS	2	TRUE	illness	FALSE	2323	0	3	10	2012	3	13	2012	3	1331380800	1331640000	cold/virus	illness	MATT MARTIN	0	716
"11565"	Mar 04, 2014	Missed 3 games (lower body injury).	MATT	MARTIN	TORONTO	MAPLELEAFS	3	TRUE	lower body injury	FALSE	2324	0	2	27	2014	3	04	2014	5	1393502400	1393934400	lower body	lower body	MATT MARTIN	1	399
"1395"	Apr 15, 2015	Missed the last 3 regular season games (undisclosed).	MATT	MARTIN	TORONTO	MAPLELEAFS	3	TRUE	undisclosed	TRUE	2325	0	4	07	2015	4	15	2015	8	1428408000	1429099200	undisclosed	undisclosed	MATT MARTIN	1	358
"975"	Apr 10, 2016	Missed 2 games (upper body injury).	MATT	MARTIN	TORONTO	MAPLELEAFS	2	TRUE	upper body injury	FALSE	2326	0	4	07	2016	4	10	2016	3	1460030400	1460289600	upper body	upper body	MATT MARTIN	1	566
"18528"	Oct 30, 2017	Missed 1 game (undisclosed).	MATT	MARTIN	TORONTO	MAPLELEAFS	1	TRUE	undisclosed	FALSE	2327	0	10	28	2017	10	30	2017	2	1509192000	1509364800	undisclosed	undisclosed	MATT MARTIN	1	NA
"3580"	Dec 19, 2013	Missed 2 games (lower body injury).	CURTIS	MCELHINNEY	TORONTO	MAPLELEAFS	2	TRUE	lower body injury	FALSE	2328	0	12	14	2013	12	19	2013	5	1387022400	1387454400	lower body	lower body	CURTIS MCELHINNEY	0	4
"4025"	Dec 27, 2013	Missed 1 game (back injury).	CURTIS	MCELHINNEY	TORONTO	MAPLELEAFS	1	TRUE	back injury	FALSE	2329	0	12	23	2013	12	27	2013	4	1387800000	1388145600	back	mid body	CURTIS MCELHINNEY	1	296
"18222"	Oct 26, 2014	Missed 2 games (head injury).	CURTIS	MCELHINNEY	TORONTO	MAPLELEAFS	2	TRUE	head injury	FALSE	2330	0	10	19	2014	10	26	2014	7	1413720000	1414324800	head	head/neck/face	CURTIS MCELHINNEY	1	435
"5592"	Feb 15, 2016	Missed 17 games (ankle injury).	CURTIS	MCELHINNEY	TORONTO	MAPLELEAFS	17	TRUE	ankle injury	FALSE	2331	0	1	04	2016	2	15	2016	42	1451908800	1455537600	ankle	foot	CURTIS MCELHINNEY	1	33
"801"	Apr 09, 2016	Missed the last 12 regular season games (knee surgery).	CURTIS	MCELHINNEY	TORONTO	MAPLELEAFS	12	TRUE	knee surgery	TRUE	2332	0	3	19	2016	4	09	2016	21	1458388800	1460203200	knee	leg	CURTIS MCELHINNEY	1	629
"7033"	Jan 02, 2018	Missed 2 games (lower body injury).	CURTIS	MCELHINNEY	TORONTO	MAPLELEAFS	2	TRUE	lower body injury	FALSE	2333	0	12	29	2017	1	02	2018	4	1514548800	1514894400	lower body	lower body	CURTIS MCELHINNEY	1	NA
"14844"	Nov 11, 2007	Missed 13 games (abdominal strain).	DOMINIC	MOORE	TORONTO	MAPLELEAFS	13	TRUE	abdominal strain	FALSE	2334	0	10	10	2007	11	11	2007	32	1192017600	1194782400	abdominal	mid body	DOMINIC MOORE	0	719
"14913"	Nov 12, 2009	Missed 5 games (nasal surgery).	DOMINIC	MOORE	TORONTO	MAPLELEAFS	5	TRUE	nasal surgery	FALSE	2335	0	10	30	2009	11	12	2009	13	1256904000	1258027200	face	head/neck/face	DOMINIC MOORE	1	30
"3154"	Dec 14, 2009	Missed 1 game (abdominal injury).	DOMINIC	MOORE	TORONTO	MAPLELEAFS	1	TRUE	abdominal injury	FALSE	2336	0	12	12	2009	12	14	2009	2	1260619200	1260792000	abdominal	mid body	DOMINIC MOORE	1	317
"14697"	Nov 09, 2010	Missed 5 games (groin).	DOMINIC	MOORE	TORONTO	MAPLELEAFS	5	TRUE	groin	FALSE	2337	0	10	27	2010	11	09	2010	13	1288180800	1289304000	groin	lower body	DOMINIC MOORE	1	471
"11224"	Mar 01, 2012	Missed 4 games (undisclosed).	DOMINIC	MOORE	TORONTO	MAPLELEAFS	4	TRUE	undisclosed	FALSE	2338	0	2	23	2012	3	01	2012	7	1329998400	1330603200	undisclosed	undisclosed	DOMINIC MOORE	1	609
"15229"	Nov 16, 2013	Missed 7 games (upper body injury).	DOMINIC	MOORE	TORONTO	MAPLELEAFS	7	TRUE	upper body injury	FALSE	2339	0	10	31	2013	11	16	2013	16	1383220800	1384603200	upper body	upper body	DOMINIC MOORE	1	NA
"16260"	Nov 29, 2016	Missed 1 game (upper body injury).	WILLIAM	NYLANDER	TORONTO	MAPLELEAFS	1	TRUE	upper body injury	FALSE	2340	0	11	26	2016	11	29	2016	3	1480161600	1480420800	upper body	upper body	WILLIAM NYLANDER	0	NA
"8510"	Jan 20, 2006	Missed 13 games (knee injury).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	13	TRUE	knee injury	FALSE	2341	0	12	17	2005	1	20	2006	34	1134820800	1137758400	knee	leg	TOMAS PLEKANEC	0	46
"11908"	Mar 09, 2006	Missed 1 game (shoulder injury).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	1	TRUE	shoulder injury	FALSE	2342	0	3	07	2006	3	09	2006	2	1141732800	1141905600	shoulder	upper body	TOMAS PLEKANEC	1	304
"7534"	Jan 09, 2007	Missed 1 game (gastrointestinal virus).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	1	TRUE	gastrointestinal virus	FALSE	2343	0	1	07	2007	1	09	2007	2	1168171200	1168344000	cold/virus	illness	TOMAS PLEKANEC	1	425
"12049"	Mar 11, 2008	Missed 1 game (virus).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	1	TRUE	virus	FALSE	2344	0	3	09	2008	3	11	2008	2	1205064000	1205236800	cold/virus	illness	TOMAS PLEKANEC	1	969
"14516"	Nov 06, 2010	Missed 1 game (flu).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	1	TRUE	flu	FALSE	2345	0	11	05	2010	11	06	2010	1	1288958400	1289044800	cold/virus	illness	TOMAS PLEKANEC	1	131
"12987"	Mar 24, 2011	Missed 4 games (lower body injury).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	4	TRUE	lower body injury	FALSE	2346	0	3	17	2011	3	24	2011	7	1300363200	1300968000	lower body	lower body	TOMAS PLEKANEC	1	334
"6226"	Feb 24, 2012	Missed 1 game (flu).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	1	TRUE	flu	FALSE	2347	0	2	21	2012	2	24	2012	3	1329825600	1330084800	cold/virus	illness	TOMAS PLEKANEC	1	405
"480"	Apr 06, 2013	Missed 1 game (groin).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	1	TRUE	groin	FALSE	2348	0	4	04	2013	4	06	2013	2	1365076800	1365249600	groin	lower body	TOMAS PLEKANEC	1	1431
"12340"	Mar 14, 2017	Missed 3 games (upper body injury).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	3	TRUE	upper body injury	FALSE	2349	0	3	07	2017	3	14	2017	7	1488888000	1489492800	upper body	upper body	TOMAS PLEKANEC	1	25
"1208"	Apr 12, 2017	Missed the last regular season game (undisclosed).	TOMAS	PLEKANEC	TORONTO	MAPLELEAFS	1	TRUE	undisclosed	TRUE	2350	0	4	08	2017	4	12	2017	4	1491652800	1491998400	undisclosed	undisclosed	TOMAS PLEKANEC	1	NA
"5836"	Feb 19, 2009	Missed 13 games (foot injury).	ROMAN	POLAK	TORONTO	MAPLELEAFS	13	TRUE	foot injury	FALSE	2351	0	1	19	2009	2	19	2009	31	1232366400	1235044800	foot	foot	ROMAN POLAK	0	395
"13067"	Mar 25, 2010	Missed 2 games (undisclosed).	ROMAN	POLAK	TORONTO	MAPLELEAFS	2	TRUE	undisclosed	FALSE	2352	0	3	21	2010	3	25	2010	4	1269172800	1269518400	undisclosed	undisclosed	ROMAN POLAK	1	15
"1017"	Apr 11, 2010	Missed the last 2 regular season games (shoulder injury).	ROMAN	POLAK	TORONTO	MAPLELEAFS	2	TRUE	shoulder injury	TRUE	2353	0	4	09	2010	4	11	2010	2	1270814400	1270987200	shoulder	upper body	ROMAN POLAK	1	197
"3570"	Dec 19, 2010	Missed 24 games (wrist injury).	ROMAN	POLAK	TORONTO	MAPLELEAFS	24	TRUE	wrist injury	FALSE	2354	0	10	25	2010	12	19	2010	55	1288008000	1292760000	wrist	arm/hand	ROMAN POLAK	1	78
"11981"	Mar 10, 2011	Missed 2 games (lower body injury).	ROMAN	POLAK	TORONTO	MAPLELEAFS	2	TRUE	lower body injury	FALSE	2355	0	3	07	2011	3	10	2011	3	1299499200	1299758400	lower body	lower body	ROMAN POLAK	1	377
"13525"	Mar 31, 2012	Missed 5 games (left knee injury).	ROMAN	POLAK	TORONTO	MAPLELEAFS	5	TRUE	left knee injury	FALSE	2356	0	3	21	2012	3	31	2012	10	1332331200	1333195200	knee	leg	ROMAN POLAK	1	630
"8017"	Jan 14, 2014	Missed 10 games (broken right ankle).	ROMAN	POLAK	TORONTO	MAPLELEAFS	10	TRUE	broken right ankle	FALSE	2357	0	12	21	2013	1	14	2014	24	1387627200	1389700800	ankle	foot	ROMAN POLAK	1	316
"3494"	Dec 18, 2014	Missed 10 games (lower body injury).	ROMAN	POLAK	TORONTO	MAPLELEAFS	10	TRUE	lower body injury	FALSE	2358	0	11	26	2014	12	18	2014	22	1417003200	1418904000	lower body	lower body	ROMAN POLAK	1	81
"1079"	Apr 11, 2015	Missed the last 16 regular season games (hernia surgery).	ROMAN	POLAK	TORONTO	MAPLELEAFS	16	TRUE	hernia surgery	TRUE	2359	0	3	09	2015	4	11	2015	33	1425902400	1428753600	hernia	other	ROMAN POLAK	1	736
"1780"	Apr 23, 2017	Missed the last 4 playoff games (right leg injury).	ROMAN	POLAK	TORONTO	MAPLELEAFS	4	TRUE	right leg injury	TRUE	2360	0	4	16	2017	4	23	2017	7	1492344000	1492948800	leg	leg	ROMAN POLAK	1	283
"4866"	Feb 05, 2018	Missed 3 games (viral infection).	ROMAN	POLAK	TORONTO	MAPLELEAFS	3	TRUE	viral infection	FALSE	2361	0	1	31	2018	2	05	2018	5	1517400000	1517832000	cold/virus	illness	ROMAN POLAK	1	NA
"4605"	Feb 02, 2017	Missed 6 games (right knee injury).	MORGAN	RIELLY	TORONTO	MAPLELEAFS	6	TRUE	right knee injury	FALSE	2362	0	1	19	2017	2	02	2017	14	1484827200	1486036800	knee	leg	MORGAN RIELLY	0	352
"4695"	Feb 03, 2018	Missed 6 games (upper body injury).	MORGAN	RIELLY	TORONTO	MAPLELEAFS	6	TRUE	upper body injury	FALSE	2363	0	1	20	2018	2	03	2018	14	1516449600	1517659200	upper body	upper body	MORGAN RIELLY	1	NA
"17544"	Oct 16, 2009	Missed 2 games (head injury).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	2	TRUE	head injury	FALSE	2364	0	10	08	2009	10	16	2009	8	1255003200	1255694400	head	head/neck/face	JAMES VAN RIEMSDYK	0	25
"15213"	Nov 16, 2009	Missed 1 game (flu).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	1	TRUE	flu	FALSE	2365	0	11	10	2009	11	16	2009	6	1257854400	1258372800	cold/virus	illness	JAMES VAN RIEMSDYK	1	132
"6"	Apr 01, 2010	Missed 1 game (knee injury).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	1	TRUE	knee injury	FALSE	2366	0	3	28	2010	4	01	2010	4	1269777600	1270123200	knee	leg	JAMES VAN RIEMSDYK	1	297
"4479"	Feb 01, 2011	Missed 2 games (lower body injury).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	2	TRUE	lower body injury	FALSE	2367	0	1	23	2011	2	01	2011	9	1295784000	1296561600	lower body	lower body	JAMES VAN RIEMSDYK	1	297
"2627"	Dec 07, 2011	Missed 4 games (upper body injury).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	4	TRUE	upper body injury	FALSE	2368	0	11	25	2011	12	07	2011	12	1322222400	1323259200	upper body	upper body	JAMES VAN RIEMSDYK	1	38
"5785"	Feb 18, 2012	Missed 15 games (concussion).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	15	TRUE	concussion	FALSE	2369	0	1	14	2012	2	18	2012	35	1326542400	1329566400	concussion	concussion	JAMES VAN RIEMSDYK	1	15
"1618"	Apr 20, 2012	Missed 21 regular season and 5 playoff games (left foot injury).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	26	TRUE	left foot injury	FALSE	2370	0	3	04	2012	4	20	2012	47	1330862400	1334923200	foot	foot	JAMES VAN RIEMSDYK	1	543
"17729"	Oct 19, 2013	Missed 2 games (back spasms).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	2	TRUE	back spasms	FALSE	2371	0	10	15	2013	10	19	2013	4	1381838400	1382184000	back	mid body	JAMES VAN RIEMSDYK	1	816
"820"	Apr 09, 2016	Missed the last 42 regular season games (foot injury).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	42	TRUE	foot injury	TRUE	2372	0	1	13	2016	4	09	2016	87	1452686400	1460203200	foot	foot	JAMES VAN RIEMSDYK	1	567
"18527"	Oct 30, 2017	Missed 1 game (undisclosed).	JAMES	VAN RIEMSDYK	TORONTO	MAPLELEAFS	1	TRUE	undisclosed	FALSE	2373	0	10	28	2017	10	30	2017	2	1509192000	1509364800	undisclosed	undisclosed	JAMES VAN RIEMSDYK	1	NA
"1522"	Apr 17, 2017	Missed the last 2 playoff games (upper body injury).	NIKITA	ZAITSEV	TORONTO	MAPLELEAFS	2	TRUE	upper body injury	TRUE	2374	0	4	12	2017	4	17	2017	5	1491998400	1492430400	upper body	upper body	NIKITA ZAITSEV	0	244
"9320"	Jan 30, 2018	Missed 17 games (lower body injury).	NIKITA	ZAITSEV	TORONTO	MAPLELEAFS	17	TRUE	lower body injury	FALSE	2375	0	12	17	2017	1	30	2018	44	1513512000	1517313600	lower body	lower body	NIKITA ZAITSEV	1	NA
"13846"	May 12, 2017	Missed the last 5 playoff games (undisclosed).	PONTUS	ABERG	EDMONTON	OILERS	5	TRUE	undisclosed	TRUE	2376	0	4	28	2017	5	12	2017	14	1493380800	1494590400	undisclosed	undisclosed	PONTUS ABERG	0	NA
"15780"	Nov 23, 2016	Missed 3 games (upper body injury).	YOHANN	AUVITU	EDMONTON	OILERS	3	TRUE	upper body injury	FALSE	2377	0	11	17	2016	11	23	2016	6	1479384000	1479902400	upper body	upper body	YOHANN AUVITU	0	47
"8884"	Jan 24, 2017	Missed 7 games (lower body injury).	YOHANN	AUVITU	EDMONTON	OILERS	7	TRUE	lower body injury	FALSE	2378	0	1	09	2017	1	24	2017	15	1483963200	1485259200	lower body	lower body	YOHANN AUVITU	1	NA
"5229"	Feb 10, 2017	Missed 1 game (undisclosed).	MATT	BENNING	EDMONTON	OILERS	1	TRUE	undisclosed	FALSE	2379	0	2	04	2017	2	10	2017	6	1486209600	1486728000	undisclosed	undisclosed	MATT BENNING	0	46
"13493"	Mar 30, 2017	Missed 1 game (undisclosed).	MATT	BENNING	EDMONTON	OILERS	1	TRUE	undisclosed	FALSE	2380	0	3	28	2017	3	30	2017	2	1490702400	1490875200	undisclosed	undisclosed	MATT BENNING	1	201
"17905"	Oct 21, 2017	Missed 2 games (illness).	MATT	BENNING	EDMONTON	OILERS	2	TRUE	illness	FALSE	2381	0	10	17	2017	10	21	2017	4	1508241600	1508587200	cold/virus	illness	MATT BENNING	1	NA
"15495"	Nov 19, 2016	Missed 14 games (hip injury).	DRAKE	CAGGIULA	EDMONTON	OILERS	14	TRUE	hip injury	FALSE	2382	0	10	11	2016	11	19	2016	39	1476187200	1479556800	hip	lower body	DRAKE CAGGIULA	0	324
"18132"	Oct 24, 2017	Missed 5 games (undisclosed).	DRAKE	CAGGIULA	EDMONTON	OILERS	5	TRUE	undisclosed	FALSE	2383	0	10	09	2017	10	24	2017	15	1507550400	1508846400	undisclosed	undisclosed	DRAKE CAGGIULA	1	16
"15118"	Nov 14, 2017	Missed 3 games (foot injury).	DRAKE	CAGGIULA	EDMONTON	OILERS	3	TRUE	foot injury	FALSE	2384	0	11	09	2017	11	14	2017	5	1510228800	1510660800	foot	foot	DRAKE CAGGIULA	1	88
"5397"	Feb 12, 2018	Missed 1 game (mouth).	DRAKE	CAGGIULA	EDMONTON	OILERS	1	TRUE	mouth	FALSE	2385	0	2	10	2018	2	12	2018	2	1518264000	1518436800	mouth	mouth	DRAKE CAGGIULA	1	10
"6305"	Feb 24, 2018	Missed 1 game (illness).	DRAKE	CAGGIULA	EDMONTON	OILERS	1	TRUE	illness	FALSE	2386	0	2	22	2018	2	24	2018	2	1519300800	1519473600	cold/virus	illness	DRAKE CAGGIULA	1	NA
"455"	Apr 06, 2003	Missed the last 31 games of the regular season (post concussion).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	31	TRUE	post concussion	TRUE	2387	0	1	30	2003	4	06	2003	66	1043928000	1049630400	concussion	concussion	MICHAEL CAMMALLERI	0	1402
"4998"	Feb 08, 2007	Missed 1 game (muscle strain).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	1	TRUE	muscle strain	FALSE	2388	0	2	06	2007	2	08	2007	2	1170763200	1170936000	muscle	other	MICHAEL CAMMALLERI	1	293
"2192"	Dec 01, 2007	Missed 1 game (groin).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	1	TRUE	groin	FALSE	2389	0	11	28	2007	12	01	2007	3	1196251200	1196510400	groin	lower body	MICHAEL CAMMALLERI	1	25
"4790"	Feb 05, 2008	Missed 17 games (rib injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	17	TRUE	rib injury	FALSE	2390	0	12	26	2007	2	05	2008	41	1198670400	1202212800	rib	mid body	MICHAEL CAMMALLERI	1	10
"5624"	Feb 16, 2008	Missed 1 game (flu).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	1	TRUE	flu	FALSE	2391	0	2	15	2008	2	16	2008	1	1203076800	1203163200	cold/virus	illness	MICHAEL CAMMALLERI	1	269
"14987"	Nov 13, 2008	Missed 1 game (flu).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	1	TRUE	flu	FALSE	2392	0	11	11	2008	11	13	2008	2	1226404800	1226577600	cold/virus	illness	MICHAEL CAMMALLERI	1	445
"12982"	Mar 24, 2010	Missed 17 games (right MCL).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	17	TRUE	right MCL	FALSE	2393	0	2	01	2010	3	24	2010	51	1265025600	1269432000	knee	leg	MICHAEL CAMMALLERI	1	293
"8090"	Jan 15, 2011	Missed 2 games (illness).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	2	TRUE	illness	FALSE	2394	0	1	11	2011	1	15	2011	4	1294747200	1295092800	cold/virus	illness	MICHAEL CAMMALLERI	1	5
"5916"	Feb 20, 2011	Missed 12 games (separated left shoulder).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	12	TRUE	separated left shoulder	FALSE	2395	0	1	20	2011	2	20	2011	31	1295524800	1298203200	shoulder	upper body	MICHAEL CAMMALLERI	1	231
"17776"	Oct 20, 2011	Missed 3 games (left leg injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	3	TRUE	left leg injury	FALSE	2396	0	10	09	2011	10	20	2011	11	1318161600	1319112000	leg	leg	MICHAEL CAMMALLERI	1	21
"14925"	Nov 12, 2011	Missed 1 game (lower body injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	1	TRUE	lower body injury	FALSE	2397	0	11	10	2011	11	12	2011	2	1320926400	1321099200	lower body	lower body	MICHAEL CAMMALLERI	1	2
"15219"	Nov 16, 2011	Missed 1 game (lower body injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	1	TRUE	lower body injury	FALSE	2398	0	11	14	2011	11	16	2011	2	1321272000	1321444800	lower body	lower body	MICHAEL CAMMALLERI	1	111
"12993"	Mar 24, 2012	Missed 9 games (upper body injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	9	TRUE	upper body injury	FALSE	2399	0	3	06	2012	3	24	2012	18	1331035200	1332590400	upper body	upper body	MICHAEL CAMMALLERI	1	320
"5430"	Feb 13, 2013	Missed 3 games (hip flexor).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	3	TRUE	hip flexor	FALSE	2400	0	2	07	2013	2	13	2013	6	1360238400	1360756800	hip	lower body	MICHAEL CAMMALLERI	1	229
"17853"	Oct 21, 2013	Missed 7 games (hand injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	7	TRUE	hand injury	FALSE	2401	0	9	30	2013	10	21	2013	21	1380542400	1382356800	hand	arm/hand	MICHAEL CAMMALLERI	1	57
"3578"	Dec 19, 2013	Missed 1 game (flu).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	1	TRUE	flu	FALSE	2402	0	12	17	2013	12	19	2013	2	1387281600	1387454400	cold/virus	illness	MICHAEL CAMMALLERI	1	25
"4503"	Feb 01, 2014	Missed 9 games (concussion).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	9	TRUE	concussion	FALSE	2403	0	1	13	2014	2	01	2014	19	1389614400	1391256000	concussion	concussion	MICHAEL CAMMALLERI	1	69
"1260"	Apr 13, 2014	Missed the last 2 regular season games (upper body injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	2	TRUE	upper body injury	TRUE	2404	0	4	11	2014	4	13	2014	2	1397217600	1397390400	upper body	upper body	MICHAEL CAMMALLERI	1	198
"14797"	Nov 10, 2014	Missed 6 games (jaw injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	6	TRUE	jaw injury	FALSE	2405	0	10	28	2014	11	10	2014	13	1414497600	1415620800	mouth	mouth	MICHAEL CAMMALLERI	1	28
"2949"	Dec 11, 2014	Missed 2 games (upper body injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	2	TRUE	upper body injury	FALSE	2406	0	12	08	2014	12	11	2014	3	1418040000	1418299200	upper body	upper body	MICHAEL CAMMALLERI	1	4
"3878"	Dec 23, 2014	Missed 4 games (lower body injury).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	4	TRUE	lower body injury	FALSE	2407	0	12	15	2014	12	23	2014	8	1418644800	1419336000	lower body	lower body	MICHAEL CAMMALLERI	1	87
"12949"	Mar 23, 2015	Missed 2 games (illness).	MICHAEL	CAMMALLERI	EDMONTON	OILERS	2	TRUE	illness	FALSE	2408	0	3	20	2015	3	23	2015	3	1426852800	1427112000	cold/virus	illness	MICHAEL CAMMALLERI	1	285
