"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"	"year"	"month"	"day"
"2472"	Mar 01, 2018	Missed 16 games (groin).	CORY	SCHNEIDER	NEW JERSEY	DEVILS	16	TRUE	groin	FALSE	1794	0	1	25	2018	3	01	2018	35	1516881600	1519905600	groin	lower body	CORY SCHNEIDER	1	NA	NA	NA	NA
"2473"	Mar 01, 2018	Missed 2 games (hand injury).	KRIS	RUSSELL	EDMONTON	OILERS	2	TRUE	hand injury	FALSE	2486	0	2	25	2018	3	01	2018	4	1519560000	1519905600	hand	arm/hand	KRIS RUSSELL	1	NA	NA	NA	NA
"2474"	Mar 01, 2018	Missed 2 games (lower body injury).	RICHARD	PANIK	ARIZONA	COYOTES	2	TRUE	lower body injury	FALSE	1029	0	2	24	2018	3	01	2018	5	1519473600	1519905600	lower body	lower body	RICHARD PANIK	1	NA	NA	NA	NA
"2475"	Mar 01, 2018	Missed 4 games (lower body injury).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	4	TRUE	lower body injury	FALSE	261	0	2	19	2018	3	01	2018	10	1519041600	1519905600	lower body	lower body	NICK FOLIGNO	1	NA	NA	NA	NA
"2476"	Mar 01, 2018	Missed 7 games (upper body injury).	MIKE	GREEN	DETROIT	REDWINGS	7	TRUE	upper body injury	FALSE	3156	0	2	17	2018	3	01	2018	12	1518868800	1519905600	upper body	upper body	MIKE GREEN	1	NA	NA	NA	NA
"2477"	Mar 02, 2010	Missed 5 games (upper body injury).	BENOIT	POULIOT	BUFFALO	SABRES	5	TRUE	upper body injury	FALSE	3349	0	2	06	2010	3	02	2010	24	1265457600	1267531200	upper body	upper body	BENOIT POULIOT	1	321	NA	NA	NA
"2478"	Mar 02, 2010	Missed 5 games (upper body injury).	ERIK	KARLSSON	OTTAWA	SENATORS	5	TRUE	upper body injury	FALSE	3476	0	2	06	2010	3	02	2010	24	1265457600	1267531200	upper body	upper body	ERIK KARLSSON	0	265	NA	NA	NA
"2479"	Mar 02, 2010	Missed 6 games (upper body injury).	JOSH	BAILEY	NEW YORK	ISLANDERS	6	TRUE	upper body injury	FALSE	1542	0	2	05	2010	3	02	2010	25	1265371200	1267531200	upper body	upper body	JOSH BAILEY	1	39	NA	NA	NA
"2480"	Mar 02, 2011	Missed 4 games (undisclosed).	PAUL	MARTIN	SAN JOSE	SHARKS	4	TRUE	undisclosed	FALSE	3638	0	2	21	2011	3	02	2011	9	1298289600	1299067200	undisclosed	undisclosed	PAUL MARTIN	1	290	NA	NA	NA
"2481"	Mar 02, 2012	Missed 1 game (flu).	NATE	THOMPSON	LOS ANGELES	KINGS	1	TRUE	flu	FALSE	2091	0	2	28	2012	3	02	2012	3	1330430400	1330689600	cold/virus	illness	NATE THOMPSON	1	15	NA	NA	NA
"2482"	Mar 02, 2013	Missed 13 games (ankle injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	13	TRUE	ankle injury	FALSE	478	0	2	01	2013	3	02	2013	29	1359720000	1362225600	ankle	foot	SCOTTIE UPSHALL	1	1	NA	NA	NA
"2483"	Mar 02, 2013	Missed 2 games (groin).	KEVIN	BIEKSA	ANAHEIM	DUCKS	2	TRUE	groin	FALSE	1085	0	2	24	2013	3	02	2013	6	1361707200	1362225600	groin	lower body	KEVIN BIEKSA	1	1	NA	NA	NA
"2484"	Mar 02, 2013	Missed 7 games (upper body injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	7	TRUE	upper body injury	FALSE	2044	0	2	13	2013	3	02	2013	17	1360756800	1362225600	upper body	upper body	ALEC MARTINEZ	1	331	NA	NA	NA
"2485"	Mar 02, 2014	Missed 2 games (broken hand).	FRANS	NIELSEN	DETROIT	REDWINGS	2	TRUE	broken hand	FALSE	3226	0	2	09	2014	3	02	2014	21	1391947200	1393761600	hand	arm/hand	FRANS NIELSEN	1	376	NA	NA	NA
"2486"	Mar 02, 2015	Missed 11 games (knee injury).	JESPER	FAST	NA	NA	11	TRUE	knee injury	FALSE	4011	0	2	08	2015	3	02	2015	22	1423396800	1425297600	knee	leg	JESPER FAST	0	364	NA	NA	NA
"2487"	Mar 02, 2015	Missed 4 games (lower body injury).	KEITH	KINKAID	NEW JERSEY	DEVILS	4	TRUE	lower body injury	FALSE	1750	0	2	23	2015	3	02	2015	7	1424692800	1425297600	lower body	lower body	KEITH KINKAID	0	738	NA	NA	NA
"2488"	Mar 02, 2016	Missed 1 game (groin).	PETR	MRAZEK	PHILADELPHIA	FLYERS	1	TRUE	groin	FALSE	1314	0	2	29	2016	3	02	2016	2	1456747200	1456920000	groin	lower body	PETR MRAZEK	0	15	NA	NA	NA
"2489"	Mar 02, 2017	Missed 1 game (hand injury).	MIKA	ZIBANEJAD	NEW YORK	RANGERS	1	TRUE	hand injury	FALSE	3043	0	2	28	2017	3	02	2017	2	1488283200	1488456000	hand	arm/hand	MIKA ZIBANEJAD	1	271	NA	NA	NA
"2490"	Mar 02, 2017	Missed 1 game (illness).	WILLIAM	KARLSSON	VEGAS	GOLDENKNIGHTS	1	TRUE	illness	FALSE	1387	0	2	28	2017	3	02	2017	2	1488283200	1488456000	cold/virus	illness	WILLIAM KARLSSON	1	NA	NA	NA	NA
"2491"	Mar 02, 2017	Missed 2 games (lower body injury).	CAL	CLUTTERBUCK	NEW YORK	ISLANDERS	2	TRUE	lower body injury	FALSE	1615	0	2	22	2017	3	02	2017	8	1487764800	1488456000	lower body	lower body	CAL CLUTTERBUCK	1	219	NA	NA	NA
"2492"	Mar 02, 2017	Missed 26 games (leg injury).	MARKO	DANO	WINNIPEG	JETS	26	TRUE	leg injury	FALSE	1869	0	12	30	2016	3	02	2017	62	1483099200	1488456000	leg	leg	MARKO DANO	1	21	NA	NA	NA
"2493"	Mar 02, 2017	Missed 3 games (lower body injury).	BROOKS	ORPIK	WASHINGTON	CAPITALS	3	TRUE	lower body injury	FALSE	940	0	2	23	2017	3	02	2017	7	1487851200	1488456000	lower body	lower body	BROOKS ORPIK	1	NA	NA	NA	NA
"2494"	Mar 02, 2017	Missed 8 games (lower body injury).	CODY	MCLEOD	NEW YORK	RANGERS	8	TRUE	lower body injury	FALSE	3006	0	2	12	2017	3	02	2017	18	1486900800	1488456000	lower body	lower body	CODY MCLEOD	1	NA	NA	NA	NA
"2495"	Mar 02, 2017	Missed 9 games (concussion).	SVEN	BAERTSCHI	VANCOUVER	CANUCKS	9	TRUE	concussion	FALSE	762	0	2	09	2017	3	02	2017	21	1486641600	1488456000	concussion	concussion	SVEN BAERTSCHI	1	37	NA	NA	NA
"2496"	Mar 02, 2018	Missed 1 game (illness).	NICK	SHORE	CALGARY	FLAMES	1	TRUE	illness	FALSE	28	0	2	28	2018	3	02	2018	2	1519819200	1519992000	cold/virus	illness	NICK SHORE	1	NA	2018	3	02
"2497"	Mar 02, 2018	Missed 3 games (lower body injury).	JOHN	GIBSON	ANAHEIM	DUCKS	3	TRUE	lower body injury	FALSE	1152	0	2	20	2018	3	02	2018	10	1519128000	1519992000	lower body	lower body	JOHN GIBSON	1	NA	NA	NA	NA
"2498"	Mar 02, 2018	Missed 5 games (upper body injury).	ANTON	LINDHOLM	COLORADO	AVALANCHE	5	TRUE	upper body injury	FALSE	48	0	2	20	2018	3	02	2018	10	1519128000	1519992000	upper body	upper body	ANTON LINDHOLM	1	NA	NA	NA	NA
"2499"	Mar 03, 2010	Missed 3 games (groin).	JASON	CHIMERA	ANAHEIM	DUCKS	3	TRUE	groin	FALSE	1109	0	2	10	2010	3	03	2010	21	1265803200	1267617600	groin	lower body	JASON CHIMERA	1	NA	NA	NA	NA
"2500"	Mar 03, 2011	Missed 3 games (knee injury).	MARC	STAAL	NEW YORK	RANGERS	3	TRUE	knee injury	FALSE	3023	0	2	25	2011	3	03	2011	6	1298635200	1299153600	knee	leg	MARC STAAL	1	17	NA	NA	NA
"2501"	Mar 03, 2012	Missed 2 games (concussion).	JOHNNY	BOYCHUK	NEW YORK	ISLANDERS	2	TRUE	concussion	FALSE	1562	0	2	28	2012	3	03	2012	4	1330430400	1330776000	concussion	concussion	JOHNNY BOYCHUK	1	33	NA	NA	NA
"2502"	Mar 03, 2012	Missed 2 games (lower body injury).	LOGAN	COUTURE	SAN JOSE	SHARKS	2	TRUE	lower body injury	FALSE	3545	0	2	28	2012	3	03	2012	4	1330430400	1330776000	lower body	lower body	LOGAN COUTURE	1	675	NA	NA	NA
"2503"	Mar 03, 2014	Missed 1 game (lower body injury).	BRENDEN	DILLON	SAN JOSE	SHARKS	1	TRUE	lower body injury	FALSE	3556	0	3	01	2014	3	03	2014	2	1393675200	1393848000	lower body	lower body	BRENDEN DILLON	0	41	NA	NA	NA
"2504"	Mar 03, 2014	Missed 17 games (ankle surgery).	MIKKO	KOIVU	MINNESOTA	WILD	17	TRUE	ankle surgery	FALSE	3931	0	1	06	2014	3	03	2014	56	1389009600	1393848000	ankle	foot	MIKKO KOIVU	1	397	NA	NA	NA
"2505"	Mar 03, 2014	Missed 2 games (body soreness).	TYLER	ENNIS	MINNESOTA	WILD	2	TRUE	body soreness	FALSE	3895	0	2	26	2014	3	03	2014	5	1393416000	1393848000	sore	other	TYLER ENNIS	1	360	NA	NA	NA
"2506"	Mar 03, 2014	Missed 3 games (sprained knee).	MARCO	SCANDELLA	BUFFALO	SABRES	3	TRUE	sprained knee	FALSE	3372	0	2	05	2014	3	03	2014	26	1391601600	1393848000	knee	leg	MARCO SCANDELLA	1	255	NA	NA	NA
"2507"	Mar 03, 2014	Missed 51 games (hip surgery).	PEKKA	RINNE	NASHVILLE	PREDATORS	51	TRUE	hip surgery	FALSE	2926	0	10	24	2013	3	03	2014	130	1382616000	1393848000	hip	lower body	PEKKA RINNE	1	318	NA	NA	NA
"2508"	Mar 03, 2015	Missed 1 game (flu).	CURTIS	LAZAR	CALGARY	FLAMES	1	TRUE	flu	FALSE	32	0	2	28	2015	3	03	2015	3	1425124800	1425384000	cold/virus	illness	CURTIS LAZAR	1	238	2015	3	03
"2509"	Mar 03, 2015	Missed 2 games (lower body injury).	TYLER	ENNIS	MINNESOTA	WILD	2	TRUE	lower body injury	FALSE	3896	0	2	26	2015	3	03	2015	5	1424952000	1425384000	lower body	lower body	TYLER ENNIS	1	25	NA	NA	NA
"2510"	Mar 03, 2015	Missed 31 games (fractured ankle).	DAMON	SEVERSON	NEW JERSEY	DEVILS	31	TRUE	fractured ankle	FALSE	1795	0	12	17	2014	3	03	2015	76	1418817600	1425384000	ankle	foot	DAMON SEVERSON	0	733	NA	NA	NA
"2511"	Mar 03, 2015	Missed 58 games (arm injury).	PATRIK	NEMETH	COLORADO	AVALANCHE	58	TRUE	arm injury	FALSE	53	0	10	20	2014	3	03	2015	134	1413806400	1425384000	arm	arm/hand	PATRIK NEMETH	1	959	NA	NA	NA
"2512"	Mar 03, 2016	Missed 1 game (flu).	JESPER	FAST	NA	NA	1	TRUE	flu	FALSE	4012	0	2	29	2016	3	03	2016	3	1456747200	1457006400	cold/virus	illness	JESPER FAST	1	321	NA	NA	NA
"2513"	Mar 03, 2017	Missed 1 game (illness).	ANTHONY	BEAUVILLIER	NEW YORK	ISLANDERS	1	TRUE	illness	FALSE	1556	0	3	02	2017	3	03	2017	1	1488456000	1488542400	cold/virus	illness	ANTHONY BEAUVILLIER	1	253	NA	NA	NA
"2514"	Mar 03, 2017	Missed 13 games (upper body injury).	CONOR	SHEARY	PITTSBURGH	PENGUINS	13	TRUE	upper body injury	FALSE	2812	0	2	03	2017	3	03	2017	28	1486123200	1488542400	upper body	upper body	CONOR SHEARY	1	60	NA	NA	NA
"2515"	Mar 03, 2017	Missed 2 games (stiff neck).	JEFF	SKINNER	CAROLINA	HURRICANES	2	TRUE	stiff neck	FALSE	1492	0	2	28	2017	3	03	2017	3	1488283200	1488542400	neck	head/neck/face	JEFF SKINNER	1	NA	NA	NA	NA
"2516"	Mar 03, 2017	Missed 24 games (lower body injury).	TRAVIS	HAMONIC	CALGARY	FLAMES	24	TRUE	lower body injury	FALSE	47	0	1	12	2017	3	03	2017	50	1484222400	1488542400	lower body	lower body	TRAVIS HAMONIC	1	28	2017	3	03
"2517"	Mar 03, 2017	Missed 5 games (upper body injury).	ANDREW	COPP	WINNIPEG	JETS	5	TRUE	upper body injury	FALSE	1866	0	2	15	2017	3	03	2017	16	1487160000	1488542400	upper body	upper body	ANDREW COPP	1	NA	NA	NA	NA
"2518"	Mar 04, 2002	Missed 5 games (shoulder injury).	MIKE	FISHER	NASHVILLE	PREDATORS	5	TRUE	shoulder injury	FALSE	2856	0	2	09	2002	3	04	2002	23	1013256000	1015243200	shoulder	upper body	MIKE FISHER	1	5	NA	NA	NA
"2519"	Mar 04, 2007	Missed 8 games (groin).	BRIAN	GIONTA	BOSTON	BRUINS	8	TRUE	groin	FALSE	542	0	2	15	2007	3	04	2007	17	1171540800	1173009600	groin	lower body	BRIAN GIONTA	1	4	NA	NA	NA
"2520"	Mar 04, 2008	Missed 21 games (sprained right ankle).	SIDNEY	CROSBY	PITTSBURGH	PENGUINS	21	TRUE	sprained right ankle	FALSE	2653	0	1	19	2008	3	04	2008	45	1200744000	1204632000	ankle	foot	SIDNEY CROSBY	1	8	NA	NA	NA
"2521"	Mar 04, 2009	Missed 9 games (jaw injury).	THOMAS	VANEK	COLUMBUS	BLUEJACKETS	9	TRUE	jaw injury	FALSE	307	0	2	09	2009	3	04	2009	23	1234180800	1236168000	mouth	mouth	THOMAS VANEK	0	223	NA	NA	NA
"2522"	Mar 04, 2010	Missed 2 games (chest injury).	MICHAEL	DEL ZOTTO	VANCOUVER	CANUCKS	2	TRUE	chest injury	FALSE	767	0	2	14	2010	3	04	2010	18	1266148800	1267704000	chest	mid body	MICHAEL DEL ZOTTO	0	294	NA	NA	NA
"2523"	Mar 04, 2010	Missed 5 games (orbital bone fracture).	JOHNNY	BOYCHUK	NEW YORK	ISLANDERS	5	TRUE	orbital bone fracture	FALSE	1558	0	2	07	2010	3	04	2010	25	1265544000	1267704000	eye	head/neck/face	JOHNNY BOYCHUK	0	14	NA	NA	NA
"2524"	Mar 04, 2012	Missed 1 game (bruised hip).	MICHAEL	DEL ZOTTO	VANCOUVER	CANUCKS	1	TRUE	bruised hip	FALSE	770	0	3	02	2012	3	04	2012	2	1330689600	1330862400	hip	lower body	MICHAEL DEL ZOTTO	1	5	NA	NA	NA
"2525"	Mar 04, 2013	Missed 4 games (concussion).	EVGENI	MALKIN	PITTSBURGH	PENGUINS	4	TRUE	concussion	FALSE	2763	0	2	24	2013	3	04	2013	8	1361707200	1362398400	concussion	concussion	EVGENI MALKIN	1	6	NA	NA	NA
"2526"	Mar 04, 2013	Missed 5 games (upper body injury).	MARTIN	HANZAL	DALLAS	STARS	5	TRUE	upper body injury	FALSE	3728	0	2	23	2013	3	04	2013	9	1361620800	1362398400	upper body	upper body	MARTIN HANZAL	1	253	NA	NA	NA
"2527"	Mar 04, 2014	Missed 1 game (ankle injury).	NAIL	YAKUPOV	COLORADO	AVALANCHE	1	TRUE	ankle injury	FALSE	107	0	3	01	2014	3	04	2014	3	1393675200	1393934400	ankle	foot	NAIL YAKUPOV	1	14	NA	NA	NA
"2528"	Mar 04, 2014	Missed 3 games (lower body injury).	MATT	MARTIN	TORONTO	MAPLELEAFS	3	TRUE	lower body injury	FALSE	2324	0	2	27	2014	3	04	2014	5	1393502400	1393934400	lower body	lower body	MATT MARTIN	1	399	NA	NA	NA
"2529"	Mar 04, 2014	Missed 4 games (fractured ankle).	VALTTERI	FILPPULA	PHILADELPHIA	FLYERS	4	TRUE	fractured ankle	FALSE	1260	0	2	07	2014	3	04	2014	25	1391774400	1393934400	ankle	foot	VALTTERI FILPPULA	1	38	NA	NA	NA
"2530"	Mar 04, 2015	Missed 4 games (head injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	4	TRUE	head injury	FALSE	3246	0	2	23	2015	3	04	2015	9	1424692800	1425470400	head	head/neck/face	HENRIK ZETTERBERG	1	NA	NA	NA	NA
"2531"	Mar 04, 2016	Missed 1 game (illness).	MARC	STAAL	NEW YORK	RANGERS	1	TRUE	illness	FALSE	3031	0	3	03	2016	3	04	2016	1	1457006400	1457092800	cold/virus	illness	MARC STAAL	1	2	NA	NA	NA
"2532"	Mar 04, 2016	Missed 2 games (head injury).	AL	MONTOYA	EDMONTON	OILERS	2	TRUE	head injury	FALSE	2455	0	3	01	2016	3	04	2016	3	1456833600	1457092800	head	head/neck/face	AL MONTOYA	1	389	NA	NA	NA
"2533"	Mar 04, 2016	Missed 6 games (concussion).	JASON	ZUCKER	MINNESOTA	WILD	6	TRUE	concussion	FALSE	4003	0	2	23	2016	3	04	2016	10	1456228800	1457092800	concussion	concussion	JASON ZUCKER	1	393	NA	NA	NA
"2534"	Mar 04, 2017	Missed 1 game (lower body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	1	TRUE	lower body injury	FALSE	129	0	3	02	2017	3	04	2017	2	1488456000	1488628800	lower body	lower body	ARTEM ANISIMOV	1	11	NA	NA	NA
"2535"	Mar 04, 2017	Missed 15 games (upper body injury).	JOONAS	DONSKOI	SAN JOSE	SHARKS	15	TRUE	upper body injury	FALSE	3562	0	1	24	2017	3	04	2017	39	1485259200	1488628800	upper body	upper body	JOONAS DONSKOI	1	272	NA	NA	NA
"2536"	Mar 04, 2017	Missed 4 games (upper body injury).	T.J.	OSHIE	WASHINGTON	CAPITALS	4	TRUE	upper body injury	FALSE	955	0	2	24	2017	3	04	2017	8	1487937600	1488628800	upper body	upper body	T.J. OSHIE	1	276	NA	NA	NA
"2537"	Mar 04, 2017	Missed 9 games (sprained ankle).	TRAVIS	KONECNY	PHILADELPHIA	FLYERS	9	TRUE	sprained ankle	FALSE	1283	0	2	07	2017	3	04	2017	25	1486468800	1488628800	ankle	foot	TRAVIS KONECNY	0	355	NA	NA	NA
"2538"	Mar 05, 2008	Missed 3 games (foot injury).	MATT	NISKANEN	WASHINGTON	CAPITALS	3	TRUE	foot injury	FALSE	905	0	2	26	2008	3	05	2008	8	1204027200	1204718400	foot	foot	MATT NISKANEN	0	4	NA	NA	NA
"2539"	Mar 05, 2009	Missed 1 game (rib injury).	DAVID	BOOTH	DETROIT	REDWINGS	1	TRUE	rib injury	FALSE	3074	0	2	03	2009	3	05	2009	30	1233662400	1236254400	rib	mid body	DAVID BOOTH	1	237	NA	NA	NA
"2540"	Mar 05, 2009	Missed 2 games (upper body injury).	MILAN	LUCIC	EDMONTON	OILERS	2	TRUE	upper body injury	FALSE	2441	0	2	28	2009	3	05	2009	5	1235822400	1236254400	upper body	upper body	MILAN LUCIC	1	226	NA	NA	NA
"2541"	Mar 05, 2009	Missed 4 games (groin).	SIDNEY	CROSBY	PITTSBURGH	PENGUINS	4	TRUE	groin	FALSE	2656	0	2	25	2009	3	05	2009	8	1235563200	1236254400	groin	lower body	SIDNEY CROSBY	1	275	NA	NA	NA
"2542"	Mar 05, 2011	Missed 1 game (flu).	JEFF	CARTER	LOS ANGELES	KINGS	1	TRUE	flu	FALSE	2003	0	3	03	2011	3	05	2011	2	1299153600	1299326400	cold/virus	illness	JEFF CARTER	1	1	NA	NA	NA
"2543"	Mar 05, 2011	Missed 1 game (undisclosed).	MARTIN	HANZAL	DALLAS	STARS	1	TRUE	undisclosed	FALSE	3720	0	3	03	2011	3	05	2011	2	1299153600	1299326400	undisclosed	undisclosed	MARTIN HANZAL	1	3	NA	NA	NA
"2544"	Mar 05, 2011	Missed 1 game (undisclosed).	MICHEAL	HALEY	FLORIDA	PANTHERS	1	TRUE	undisclosed	FALSE	2541	0	3	02	2011	3	05	2011	3	1299067200	1299326400	undisclosed	undisclosed	MICHEAL HALEY	0	299	NA	NA	NA
"2545"	Mar 05, 2013	Missed 1 game (hamstring).	TAYLOR	HALL	NEW JERSEY	DEVILS	1	TRUE	hamstring	FALSE	1739	0	3	03	2013	3	05	2013	2	1362312000	1362484800	hamstring	leg	TAYLOR HALL	1	231	NA	NA	NA
"2546"	Mar 05, 2013	Missed 2 games (upper body injury).	DERICK	BRASSARD	PITTSBURGH	PENGUINS	2	TRUE	upper body injury	FALSE	2644	0	3	01	2013	3	05	2013	4	1362139200	1362484800	upper body	upper body	DERICK BRASSARD	1	282	NA	NA	NA
"2547"	Mar 05, 2013	Missed 2 games (upper body injury).	THOMAS	VANEK	COLUMBUS	BLUEJACKETS	2	TRUE	upper body injury	FALSE	316	0	3	02	2013	3	05	2013	3	1362225600	1362484800	upper body	upper body	THOMAS VANEK	1	16	NA	NA	NA
"2548"	Mar 05, 2013	Missed 4 games (upper body injury).	JACK	JOHNSON	COLUMBUS	BLUEJACKETS	4	TRUE	upper body injury	FALSE	273	0	2	24	2013	3	05	2013	9	1361707200	1362484800	upper body	upper body	JACK JOHNSON	1	1017	NA	NA	NA
"2549"	Mar 05, 2014	Missed 45 games (broken right tibia).	STEVEN	STAMKOS	TAMPA BAY	LIGHTNING	45	TRUE	broken right tibia	FALSE	2243	0	11	11	2013	3	05	2014	114	1384171200	1394020800	tibia/fibula	leg	STEVEN STAMKOS	0	759	NA	NA	NA
"2550"	Mar 05, 2015	Missed 1 game (flu).	ZACK	KASSIAN	EDMONTON	OILERS	1	TRUE	flu	FALSE	2419	0	3	03	2015	3	05	2015	2	1425384000	1425556800	cold/virus	illness	ZACK KASSIAN	1	12	NA	NA	NA
"2551"	Mar 05, 2015	Missed 3 games (concussion).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	3	TRUE	concussion	FALSE	242	0	2	28	2015	3	05	2015	5	1425124800	1425556800	concussion	concussion	BRANDON DUBINSKY	1	7	NA	NA	NA
"2552"	Mar 05, 2015	Missed 4 games (personal reasons).	MATT	STAJAN	CALGARY	FLAMES	4	TRUE	personal reasons	FALSE	23	0	2	24	2015	3	05	2015	9	1424779200	1425556800	personal	other	MATT STAJAN	1	347	2015	3	05
"2553"	Mar 05, 2015	Missed 6 games (lower body injury).	ALEXANDRE	BURROWS	OTTAWA	SENATORS	6	TRUE	lower body injury	FALSE	3415	0	2	20	2015	3	05	2015	13	1424433600	1425556800	lower body	lower body	ALEXANDRE BURROWS	1	9	NA	NA	NA
"2554"	Mar 05, 2015	Missed 8 games (lower body injury).	ALEXANDER	EDLER	VANCOUVER	CANUCKS	8	TRUE	lower body injury	FALSE	785	0	2	16	2015	3	05	2015	17	1424088000	1425556800	lower body	lower body	ALEXANDER EDLER	1	219	NA	NA	NA
"2555"	Mar 05, 2015	Missed 8 games (lower body injury).	CASEY	CIZIKAS	NEW YORK	ISLANDERS	8	TRUE	lower body injury	FALSE	1581	0	2	17	2015	3	05	2015	16	1424174400	1425556800	lower body	lower body	CASEY CIZIKAS	1	378	NA	NA	NA
"2556"	Mar 05, 2016	Missed 1 game (lower body injury).	RYAN	GETZLAF	ANAHEIM	DUCKS	1	TRUE	lower body injury	FALSE	1136	0	3	03	2016	3	05	2016	2	1457006400	1457179200	lower body	lower body	RYAN GETZLAF	1	235	NA	NA	NA
"2557"	Mar 05, 2016	Missed 2 games (lower body injury).	NATE	SCHMIDT	VEGAS	GOLDENKNIGHTS	2	TRUE	lower body injury	FALSE	1449	0	3	2	2016	3	05	2016	3	1456920000	1457179200	lower body	lower body	NATE SCHMIDT	0	NA	NA	NA	NA
"2558"	Mar 05, 2017	Missed 22 games (wrist injury).	DYLAN	DEMELO	SAN JOSE	SHARKS	22	TRUE	wrist injury	FALSE	3554	0	1	11	2017	3	05	2017	53	1484136000	1488715200	wrist	arm/hand	DYLAN DEMELO	0	308	NA	NA	NA
"2559"	Mar 05, 2017	Missed 3 games (mumps).	JASON	POMINVILLE	BUFFALO	SABRES	3	TRUE	mumps	FALSE	3346	0	2	27	2017	3	05	2017	6	1488196800	1488715200	cold/virus	illness	JASON POMINVILLE	1	NA	NA	NA	NA
"2560"	Mar 05, 2017	Missed 3 games (mumps).	ZACH	PARISE	MINNESOTA	WILD	3	TRUE	mumps	FALSE	3957	0	2	27	2017	3	05	2017	6	1488196800	1488715200	cold/virus	illness	ZACH PARISE	1	24	NA	NA	NA
"2561"	Mar 05, 2017	Missed 4 games (concussion).	PAVEL	ZACHA	NEW JERSEY	DEVILS	4	TRUE	concussion	FALSE	1835	0	2	23	2017	3	05	2017	10	1487851200	1488715200	concussion	concussion	PAVEL ZACHA	1	NA	NA	NA	NA
"2562"	Mar 06, 2004	Missed 14 games (sprained right ankle).	DUSTIN	BROWN	LOS ANGELES	KINGS	14	TRUE	sprained right ankle	FALSE	1991	0	1	31	2004	3	06	2004	35	1075550400	1078574400	ankle	foot	DUSTIN BROWN	1	670	NA	NA	NA
"2563"	Mar 06, 2007	Missed 3 games (upper body injury).	PATRICK	MARLEAU	TORONTO	MAPLELEAFS	3	TRUE	upper body injury	FALSE	2318	0	2	28	2007	3	06	2007	6	1172664000	1173182400	upper body	upper body	PATRICK MARLEAU	1	343	NA	NA	NA
"2564"	Mar 06, 2008	Missed 20 games (ankle injury).	DENNIS	SEIDENBERG	NEW YORK	ISLANDERS	20	TRUE	ankle injury	FALSE	1680	0	1	18	2008	3	06	2008	48	1200657600	1204804800	ankle	foot	DENNIS SEIDENBERG	1	269	NA	NA	NA
"2565"	Mar 06, 2009	Missed 1 game (flu).	JAROSLAV	HALAK	NEW YORK	ISLANDERS	1	TRUE	flu	FALSE	1631	0	3	04	2009	3	06	2009	2	1236168000	1236340800	cold/virus	illness	JAROSLAV HALAK	0	700	NA	NA	NA
"2566"	Mar 06, 2010	Missed 2 games (groin).	PATRICE	BERGERON	BOSTON	BRUINS	2	TRUE	groin	FALSE	510	0	3	02	2010	3	06	2010	4	1267531200	1267876800	groin	lower body	PATRICE BERGERON	1	434	NA	NA	NA
"2567"	Mar 06, 2010	Missed 3 games (right thigh injury).	MARIAN	GABORIK	OTTAWA	SENATORS	3	TRUE	right thigh injury	FALSE	3455	0	2	14	2010	3	06	2010	20	1266148800	1267876800	thigh	leg	MARIAN GABORIK	1	225	NA	NA	NA
"2568"	Mar 06, 2011	Missed 1 game (flu).	MIKAEL	BACKLUND	CALGARY	FLAMES	1	TRUE	flu	FALSE	96	0	3	04	2011	3	06	2011	2	1299240000	1299412800	cold/virus	illness	MIKAEL BACKLUND	0	212	2011	3	06
"2569"	Mar 06, 2011	Missed 1 game (knee injury).	RYAN	MCDONAGH	TAMPA BAY	LIGHTNING	1	TRUE	knee injury	FALSE	2214	0	3	04	2011	3	06	2011	2	1299240000	1299412800	knee	leg	RYAN MCDONAGH	0	723	NA	NA	NA
"2570"	Mar 06, 2011	Missed 6 games (concussion).	MARIAN	GABORIK	OTTAWA	SENATORS	6	TRUE	concussion	FALSE	3459	0	2	22	2011	3	06	2011	12	1298376000	1299412800	concussion	concussion	MARIAN GABORIK	1	956	NA	NA	NA
"2571"	Mar 06, 2012	Missed 1 game (back injury).	ANDY	GREENE	NEW JERSEY	DEVILS	1	TRUE	back injury	FALSE	1733	0	3	04	2012	3	06	2012	2	1330862400	1331035200	back	mid body	ANDY GREENE	1	1766	NA	NA	NA
"2572"	Mar 06, 2012	Missed 1 game (flu).	RYAN	ELLIS	NASHVILLE	PREDATORS	1	TRUE	flu	FALSE	2836	0	3	03	2012	3	06	2012	3	1330776000	1331035200	cold/virus	illness	RYAN ELLIS	0	1039	NA	NA	NA
